"BroodYear","S_lwr","S_med","S_upr","R_lwr","R_med","R_upr","CU","CU_f"
2010,868.22,1383.22,2223.53,2101.27,2456.46,2861.3,"UpperYukonR.","UpperYukonR."
2011,7953.43,8221.01,8494.95,5376.31,6061.56,6811.92,"UpperYukonR.","UpperYukonR."
2012,7451.26,7925.81,8428.71,6759.87,7545.09,8403.05,"UpperYukonR.","UpperYukonR."
2013,2673.2,3420.43,4407.23,5906.73,6718.35,7583.49,"UpperYukonR.","UpperYukonR."
2014,989.71,1404.88,1881.44,5744.9,6481.56,7306.38,"UpperYukonR.","UpperYukonR."
2015,4144.21,4475.7,4836.81,4197.9,4704.79,5238.2,"UpperYukonR.","UpperYukonR."
2016,1874.94,2251.82,2702.92,2204.24,2530.97,2898.7,"UpperYukonR.","UpperYukonR."
2017,5036.96,5476.33,5952.14,578.92,740.83,946.16,"UpperYukonR.","UpperYukonR."
2018,5290.27,5716.16,6163.1,1266.38,1665.61,2253.48,"UpperYukonR.","UpperYukonR."
2019,2344.03,3026.35,3906.25,1864.32,2974.47,5181.95,"UpperYukonR.","UpperYukonR."
2020,2870.58,3001.2,3135.97,1802.91,3976.27,9575.2,"UpperYukonR.","UpperYukonR."
2021,3526.61,3745.92,3981.96,NA,NA,NA,"UpperYukonR.","UpperYukonR."
2022,565.31,791.89,1113.83,NA,NA,NA,"UpperYukonR.","UpperYukonR."
2023,380.02,549.11,789.17,NA,NA,NA,"UpperYukonR.","UpperYukonR."
2024,2030.22,2702.83,3574.17,NA,NA,NA,"UpperYukonR.","UpperYukonR."
1985,1644.03,2164.45,2856.48,3074.17,3915.42,4991.68,"Whiteandtribs.","Whiteandtribs."
1986,3200.29,3998.39,5002.61,11325.01,13392.16,15889.33,"Whiteandtribs.","Whiteandtribs."
1987,2232.94,2823.34,3569.06,16043.68,19174.57,22602.19,"Whiteandtribs.","Whiteandtribs."
1988,1478.44,2492.46,4184.77,15824.86,18947.32,22484.6,"Whiteandtribs.","Whiteandtribs."
1989,1817.49,3120.06,5302.59,20592.19,23882.47,27527.32,"Whiteandtribs.","Whiteandtribs."
1990,1041.55,1898.73,3635.06,9409.6,11912.27,14742.63,"Whiteandtribs.","Whiteandtribs."
1991,1477.69,2171.55,3171.57,18703.08,21827.52,25187.65,"Whiteandtribs.","Whiteandtribs."
1992,2250.55,2989.56,4003.38,5670.28,7179.95,8949.48,"Whiteandtribs.","Whiteandtribs."
1993,7877.57,9447.46,11304.66,10385.91,11968.09,13790.2,"Whiteandtribs.","Whiteandtribs."
1994,5295.41,6615.41,8301.36,5730.68,6851.98,8087.15,"Whiteandtribs.","Whiteandtribs."
1995,3421.63,4380.58,5640.79,5885.38,7013.22,8330.65,"Whiteandtribs.","Whiteandtribs."
1996,8174.38,9915.21,11974.02,5063.92,6047.52,7180.96,"Whiteandtribs.","Whiteandtribs."
1997,3850.25,4998.89,6497.39,6841.31,8121.44,9508.73,"Whiteandtribs.","Whiteandtribs."
1998,2136.25,3344.18,5342.73,8293.18,9794.1,11565.2,"Whiteandtribs.","Whiteandtribs."
1999,3130.79,3900.87,4880.43,15028.17,17523.37,20079.22,"Whiteandtribs.","Whiteandtribs."
2000,2299.98,2876.47,3595.05,7895.85,9931.84,12217.08,"Whiteandtribs.","Whiteandtribs."
2001,3406.45,4452.75,5800.47,6853.99,8011.64,9416.46,"Whiteandtribs.","Whiteandtribs."
2002,2347.65,3006.44,3846.87,3763.69,4413.95,5151.68,"Whiteandtribs.","Whiteandtribs."
2003,3974.09,5087.31,6420.34,5218.36,5837.59,6526.33,"Whiteandtribs.","Whiteandtribs."
2004,2601.39,3358.98,4381.27,2506.31,2947.38,3450.02,"Whiteandtribs.","Whiteandtribs."
2005,12836.21,13613.58,14426.37,3364.1,3866.27,4458.13,"Whiteandtribs.","Whiteandtribs."
2006,1789.22,2698.03,4073.75,3335.41,3842.5,4410.73,"Whiteandtribs.","Whiteandtribs."
2007,2572.66,3240.1,4072.51,2492.21,3074.02,3793.24,"Whiteandtribs.","Whiteandtribs."
2008,1775.55,2111.91,2509.62,2469.04,2979.58,3553.02,"Whiteandtribs.","Whiteandtribs."
2009,2799.81,3292.27,3858.6,4895.53,5580.26,6322.64,"Whiteandtribs.","Whiteandtribs."
2010,1080.54,1561.81,2235.68,2705.6,3180.99,3707.24,"Whiteandtribs.","Whiteandtribs."
2011,1988.69,2351.97,2795.81,4405.66,5058.51,5805.07,"Whiteandtribs.","Whiteandtribs."
2012,2099.03,2613.97,3288.1,3766.04,4324.83,4957.39,"Whiteandtribs.","Whiteandtribs."
2013,1208.66,1873.18,2823.45,3286.71,3787.63,4349.16,"Whiteandtribs.","Whiteandtribs."
2014,4046.01,4716.33,5530.06,2784.7,3243.12,3759.9,"Whiteandtribs.","Whiteandtribs."
2015,4691.23,5277.37,5938.3,1487.57,1788.62,2135.73,"Whiteandtribs.","Whiteandtribs."
2016,2292.74,2874.49,3589.99,1775.83,2013.42,2289.55,"Whiteandtribs.","Whiteandtribs."
2017,2611.71,3198.12,3922.12,1375,1588.89,1850.6,"Whiteandtribs.","Whiteandtribs."
2018,2143.74,2647.91,3266.35,1047.57,1386.73,1869.44,"Whiteandtribs.","Whiteandtribs."
2019,1734.12,2174.54,2714.23,832.43,1392.89,2400.73,"Whiteandtribs.","Whiteandtribs."
2020,543.71,810.17,1183.09,425.12,893.68,1904.61,"Whiteandtribs.","Whiteandtribs."
2021,1097.15,1438.31,1860.24,NA,NA,NA,"Whiteandtribs.","Whiteandtribs."
2022,2193.17,2254.59,2318.79,NA,NA,NA,"Whiteandtribs.","Whiteandtribs."
2023,824.09,1153.29,1604.72,NA,NA,NA,"Whiteandtribs.","Whiteandtribs."
2024,644.78,1027.88,1620.25,NA,NA,NA,"Whiteandtribs.","Whiteandtribs."
1985,7477.97,8899.85,10676.93,11407.96,14056.65,17147.62,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1986,7516.49,8828.49,10442.32,30551.83,35340.62,40860.53,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1987,3518.78,4359,5407.79,20234.8,24020.77,28265.44,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1988,2054.41,3910.75,7528.1,15291.99,18308.36,21713.01,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1989,2775.04,4544.48,7113.24,25868.07,29738.43,34020.76,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1990,3764.22,8339.46,13122.3,12148.97,15303.51,18880.42,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1991,4910.89,5973.73,7260.35,25658.61,29493.33,33686.07,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1992,8570.29,10531.02,12776.55,7664.58,9570.22,11927.51,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1993,7173.81,8525.21,10124.59,15667.24,18027.25,20680.07,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1994,4343.9,5536.35,7100.56,7348.7,8865.36,10615.37,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1995,6341.89,7662.68,9285.72,7347.74,8892.94,10811.01,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1996,9673.14,11491.04,13665.18,4351.34,5326.22,6554.57,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1997,6019.97,7453.61,9267.9,5555.48,6614.68,7777.49,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1998,2861.25,4553.6,7026.05,7775.52,9096.35,10612.05,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1999,5115.44,6182.58,7459.24,9835.58,11551.32,13369.68,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2000,2399.02,3011.68,3756.27,6112.78,7482.71,8994.73,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2001,3846.69,5565.9,7843.48,7605.33,8792.27,10163.33,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2002,1550.24,2077.15,2813.8,5507.77,6426.57,7463.76,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2003,3235.05,4137.95,5279.28,9944.57,11047.12,12195.68,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2004,2949.36,3720.75,4692.66,6746.8,7762.03,8889.47,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2005,6943.43,8037.7,9290.88,8965.6,10086.21,11319.45,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2006,1882.42,2763.53,4052.62,5807.4,6607.5,7507.96,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2007,2986.78,3722.28,4636.03,4493.86,5057.05,5695.53,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2008,3764.27,4434.76,5221.1,4054.03,4661.96,5341.12,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2009,5044.11,5717.97,6483.32,6280.32,7083.8,7954.6,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2010,4932.58,5947.54,7148.41,6052.94,7068.12,8174.8,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2011,4057.41,4525.14,5046.6,17137.32,18908.4,20851.58,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2012,2922.04,3578.44,4398.2,13439.31,15067.64,16802.31,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2013,2839.88,3011.3,3191.69,10209.09,11586.96,13044.24,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2014,5915.68,6692.52,7606.24,12123.06,13527.49,15058.31,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2015,5300.23,5982.6,6746.6,6403.02,7346.86,8382.72,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2016,11792.21,12899.84,14101.77,2044.77,2471.49,2980.54,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2017,11496.34,12573.62,13740.78,1482.36,1801.56,2199.77,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2018,6703.14,7601.41,8588.53,3192.62,3830.41,4640.28,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2019,5649.04,6417.24,7285.56,3422.45,4898.37,7462.26,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2020,7159.77,7298.47,7444.73,3092.32,5651.12,10673.07,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2021,2089.57,2473.23,2942.65,NA,NA,NA,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2022,620.54,937.6,1388.95,NA,NA,NA,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2023,2552.17,3054.88,3648.41,NA,NA,NA,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2024,3243.44,4030.2,5011.17,NA,NA,NA,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
