"BroodYear","S_lwr","S_med","S_upr","R_lwr","R_med","R_upr","CU","CU_f"
1990,8296.86,12438.23,18972.99,24104.48,30117.39,37195.81,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
1991,13130.6,15917.59,19385.31,60565.94,69189.16,78844.45,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
1992,6866.27,8823.25,11470.93,14466.29,18523.13,23141.9,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
1993,8032.23,10096.45,12644,25366.07,29276,33622.07,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
1994,9602.14,11887.59,14803.43,15153.95,18163.45,21564.27,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
1995,16495.19,20353.09,25113.12,20200.68,24084.72,28689.14,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
1996,13950.92,17301.99,21364.75,25388.9,30174.77,35536.08,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
1997,19802.91,24110.76,29100.04,33377.85,38944.46,45091.25,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
1998,4788.49,6628.2,9187.8,27499.94,32330.8,37519.15,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
1999,7841.9,9662.64,11912.49,20703.55,24495.8,28756.76,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2000,6355.97,7898.09,9817.7,21110.58,24672.59,28696.73,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2001,12050.6,15668.27,20455.22,26130.59,29541.6,33350.03,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2002,15170.16,18634.38,22987.92,12547.52,14622.6,16950.5,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2003,17635.37,21408.15,25839.91,20702.31,23188.71,25953.76,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2004,9247.08,11401.32,14055.25,9667.77,11239.73,12978.59,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2005,12197.52,14764.12,17835.26,13635.91,15454.65,17460.75,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2006,13995.84,16663.43,19928.7,9202.39,10544.87,12032.38,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2007,6048.32,7246.12,8732.42,6732.69,7744.53,8857.66,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2008,8058.63,9628.1,11651.78,8837.35,10428.02,12269.88,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2009,10448.66,12433.66,14854.61,19469.82,22631.11,26230.28,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2010,4539.62,5577.42,6875.89,12120.96,14358.89,16969.5,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2011,8677.57,10293.93,12247.8,23540.03,26602.37,29914.33,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2012,3778.8,4613.77,5631.74,20714.55,23739.1,27131.41,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2013,4236.47,5048.87,5995.52,18490.5,21222.1,24196.69,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2014,14731.43,17434.24,20538.55,17729.87,20028.55,22620.44,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2015,19326.59,22955.98,27115.72,9593.87,11042.55,12696.31,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2016,11994.19,14322.91,17017.7,5951.53,6888.81,7954.31,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2017,14841.52,17736.02,21224.36,3009.3,3537.95,4124.23,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2018,13125.83,15644.77,18624.62,3592.47,4254.59,5130.43,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2019,9603.9,11470.3,13607.9,3934.4,5533.25,8239.16,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2020,5931.6,7092.13,8449.57,3232.77,5921.56,11475.78,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2021,6448.98,7616.89,8982.81,NA,NA,NA,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2022,3766.84,4505.23,5345.83,NA,NA,NA,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2023,2390.66,2862.3,3417.63,NA,NA,NA,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
2024,3970.15,4728.22,5626.32,NA,NA,NA,"MiddleYukonR.andtribs.","MiddleYukonR.andtribs."
1985,2508.61,3110.63,3859.62,997.99,1224.95,1492.56,"Nordenskiold","Nordenskiold"
1986,913.27,1167.11,1497.28,2123.53,2489.14,2917.09,"Nordenskiold","Nordenskiold"
1987,444.59,598,801.35,2229.61,2749.94,3374.95,"Nordenskiold","Nordenskiold"
1988,722.46,1045.07,1512.47,4726.84,5772.93,7005.83,"Nordenskiold","Nordenskiold"
1989,496.05,703.17,994.36,12979.9,14883.69,16995.78,"Nordenskiold","Nordenskiold"
1990,400.72,582.54,843.77,3990.96,5132.68,6491.18,"Nordenskiold","Nordenskiold"
1991,419.98,601.87,858.16,6845.93,8038.68,9375.21,"Nordenskiold","Nordenskiold"
1992,354.58,534.13,815.2,2938.4,3661.33,4476.48,"Nordenskiold","Nordenskiold"
1993,832.57,1105.99,1489.28,6230.28,7178.04,8245.04,"Nordenskiold","Nordenskiold"
1994,2192.72,2752.93,3427.26,2724.53,3300.58,3964.88,"Nordenskiold","Nordenskiold"
1995,3538.07,4225.63,5020.07,1814.79,2211.55,2667.63,"Nordenskiold","Nordenskiold"
1996,3037.59,3695.79,4475.54,1628.57,1968.39,2350,"Nordenskiold","Nordenskiold"
1997,940.16,1194.02,1506.19,2294.73,2744.38,3248.19,"Nordenskiold","Nordenskiold"
1998,1934.65,2350.62,2850.54,4099.04,4763.7,5484.49,"Nordenskiold","Nordenskiold"
1999,1497.99,1936.79,2512.65,2153.63,2771.82,3550.11,"Nordenskiold","Nordenskiold"
2000,1236.47,1547.7,1935.71,3648.23,4284.13,5006.71,"Nordenskiold","Nordenskiold"
2001,620.61,798.79,1025.71,6298.29,7021.49,7787.16,"Nordenskiold","Nordenskiold"
2002,971.13,1234.84,1575.21,2024.3,2398.61,2818.67,"Nordenskiold","Nordenskiold"
2003,1165.32,1488.6,1908.95,2546.65,2842.09,3169.35,"Nordenskiold","Nordenskiold"
2004,1925.87,2322.94,2797.03,2175.81,2513.51,2878.57,"Nordenskiold","Nordenskiold"
2005,838.54,1453.51,2431,2608.17,2967.79,3360.12,"Nordenskiold","Nordenskiold"
2006,3630.53,3836.77,4049.72,871.93,1074.33,1326.85,"Nordenskiold","Nordenskiold"
2007,1911.82,1979.17,2049.98,364.62,516.25,725.41,"Nordenskiold","Nordenskiold"
2008,567.12,746.3,988.35,2649.46,3143.14,3665.97,"Nordenskiold","Nordenskiold"
2009,1705.71,1800.44,1896.91,3906.45,4470.72,5056.99,"Nordenskiold","Nordenskiold"
2010,2207.97,2295.83,2390.83,2184.04,2601.85,3073.38,"Nordenskiold","Nordenskiold"
2011,518.74,695.63,943.03,5653.33,6170.88,6723.21,"Nordenskiold","Nordenskiold"
2012,261.27,438.07,727.16,3101.42,3542.53,4017.64,"Nordenskiold","Nordenskiold"
2013,25.56,34.42,44.88,2635.65,3112.56,3650.51,"Nordenskiold","Nordenskiold"
2014,6827.48,7181.75,7567,2825.12,3311.45,3854.66,"Nordenskiold","Nordenskiold"
2015,1121.84,1461.07,1901.65,1349.22,1592.64,1896.68,"Nordenskiold","Nordenskiold"
2016,4692.44,4857.34,5029.46,995.84,1112.72,1234.67,"Nordenskiold","Nordenskiold"
2017,3219.2,3442.17,3683.26,881.74,1004.88,1135.35,"Nordenskiold","Nordenskiold"
2018,520.08,727.55,1018.49,1718.37,1970.46,2494.99,"Nordenskiold","Nordenskiold"
2019,2517.99,2919.83,3382.56,1616.43,2576.36,4733.15,"Nordenskiold","Nordenskiold"
2020,285.3,463.09,742.65,1032.12,2451.98,6545.64,"Nordenskiold","Nordenskiold"
2021,1265.45,1330.15,1397.12,NA,NA,NA,"Nordenskiold","Nordenskiold"
2022,622.58,662.43,704.62,NA,NA,NA,"Nordenskiold","Nordenskiold"
2023,1421.22,1521.09,1627.88,NA,NA,NA,"Nordenskiold","Nordenskiold"
2024,1954.61,2081.35,2213.48,NA,NA,NA,"Nordenskiold","Nordenskiold"
1985,1354.38,1905.55,2699.47,20852.98,25099.5,30006.35,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
1986,2733.82,3522.15,4505.44,31528.14,36342.71,41758.71,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
1987,2651.16,3265.18,4043.87,25672.67,30600.41,36103.28,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
1988,9983.79,12262.95,14969.31,32029.64,37915.26,44194.92,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
1989,4418.62,6486.34,9269.21,39131.1,44918.48,51338.65,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
1990,16380.81,20654.27,25475.19,9315.38,11871.86,14948.97,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
1991,7909.69,9308.41,10902.73,22399.12,25582.98,28961.38,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
1992,5175.89,6671.14,8635.48,9949.39,12092.97,14477.85,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
1993,10887.19,12899.62,15232.06,13467.08,15521.96,17806.7,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
1994,14136.85,16437.09,19082.37,5891.76,7038,8351.1,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
1995,7842.28,9407.21,11281.09,8469.48,9987.92,11685.98,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
1996,4927.76,6354.69,8158.76,10927.23,13018.23,15367.26,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
1997,6992.49,8493.62,10262.49,21602.4,25036.91,28892.71,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
1998,4497.97,5796.75,7544.8,24889.9,28710.38,32829.38,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
1999,3276.88,4125.56,5192.09,15514.89,18133.02,21140.39,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
2000,2172.55,2745.85,3473.37,12894.18,15106.01,17610.53,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
2001,5654.75,7079.84,8808.71,16440.47,18615.4,21026.34,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
2002,5955.15,7311.47,9021.77,7973.75,9221.26,10574.98,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
2003,14195.62,16228.87,18646.69,11201.12,12389.95,13702.28,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
2004,9749.68,11375.88,13346.82,5751.44,6630.13,7598.25,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
2005,8470.63,9763.18,11296.1,6931.23,7816.82,8810.39,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
2006,7777.36,9557.5,11658.73,5591.8,6355.75,7198.17,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
2007,4342.5,5270.16,6376.75,3552.08,4296.13,5189.75,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
2008,4735.15,5166.41,5639.29,2831.27,3394.07,4074.14,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
2009,5927.2,6646.68,7481.97,4844.15,5527.64,6295.21,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
2010,2896.14,3708.64,4780.29,3890.49,4518.32,5232.86,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
2011,3605.32,4046.59,4526.37,8539.9,9527.45,10635.21,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
2012,3310.92,3992.07,4809.64,6855.65,7747.01,8738.27,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
2013,1659.18,2431.31,3549.19,4551.1,5215.42,5952.29,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
2014,4039.17,4765.35,5603.9,3978.78,4541.97,5166.6,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
2015,4588.05,5220.56,5969.43,2681.02,3089.74,3559.17,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
2016,5781.51,6603.17,7531.72,1763.76,2081.43,2458.97,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
2017,4760.26,5612.16,6611.75,1105.45,1369.48,1680.92,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
2018,3910.29,4596.58,5405.32,1932.73,2358.25,2908.73,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
2019,1822.94,2318.64,2936.61,1796.58,2538.04,3731.55,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
2020,1404.37,1754.83,2158.92,1397.17,2503.76,4756.93,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
2021,2305.2,2737.63,3244.38,NA,NA,NA,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
2022,652.49,932.73,1311.06,NA,NA,NA,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
2023,1530.76,1946.79,2476.56,NA,NA,NA,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
2024,1893.92,2341.66,2907.87,NA,NA,NA,"NorthernYukonR.andtribs.","NorthernYukonR.andtribs."
1985,6720.82,8001.86,9516.8,31375.5,38085.51,45994.86,"Pelly","Pelly"
1986,9078.42,10817.75,12834.31,43846.44,50551.51,58129.85,"Pelly","Pelly"
1987,10416.58,12103.61,14006.54,22981.18,27488.7,32476.15,"Pelly","Pelly"
1988,6024.24,9524.61,15261.16,22623.43,26809.65,31430.59,"Pelly","Pelly"
1989,10837.4,15742.1,22328.46,32707.67,37395.03,42506.71,"Pelly","Pelly"
1990,22698.55,31371.54,41328.31,11653.13,14697.87,18087.98,"Pelly","Pelly"
1991,10200.99,12028.29,14193.56,28166.72,31962.06,36178.4,"Pelly","Pelly"
1992,8951.27,10951.2,13494.33,10175.38,12641.03,15555.83,"Pelly","Pelly"
1993,7839.43,9450.39,11373.77,17778.47,20510.22,23532.57,"Pelly","Pelly"
1994,8989.46,10761.46,12871.14,10730.05,12755.5,14903.66,"Pelly","Pelly"
1995,7087.62,8562.84,10351.34,12548.46,14851.65,17589.98,"Pelly","Pelly"
1996,7948.32,9678.86,11811.8,12562.02,14913.44,17689.3,"Pelly","Pelly"
1997,8361.11,10082.09,12026.8,25326.27,29320.52,33697.57,"Pelly","Pelly"
1998,4423.63,6531.1,9514.38,25673.83,29681.12,34078.8,"Pelly","Pelly"
1999,5364.93,6465.57,7842.38,17154.63,20083.16,23276,"Pelly","Pelly"
2000,4396.91,5301.09,6380.73,15915.06,18554.25,21416.37,"Pelly","Pelly"
2001,8195.75,10531.05,13355.73,23416.22,26259.17,29363.89,"Pelly","Pelly"
2002,5498.67,6636.54,8026.7,9858.34,11494.83,13337.37,"Pelly","Pelly"
2003,17976.82,20587.68,23474.43,17804.55,19600.3,21485.24,"Pelly","Pelly"
2004,9235.18,10702.87,12450.22,11862.74,13489.18,15256.55,"Pelly","Pelly"
2005,10091.38,11470.23,13038.37,14502.99,16094.92,17782.86,"Pelly","Pelly"
2006,10087.21,12030.81,14318.35,10820.37,12163.05,13619.47,"Pelly","Pelly"
2007,7680.4,8744.57,9923.45,12204.84,13639.49,15103.96,"Pelly","Pelly"
2008,3983.8,4325.56,4709.51,7347.9,8439.92,9603.84,"Pelly","Pelly"
2009,14560.15,15630.39,16714.85,12246.52,13592.15,15022.21,"Pelly","Pelly"
2010,6631.75,7449.18,8377.7,9489.35,10856.63,12325.24,"Pelly","Pelly"
2011,7971.09,8620.1,9314.09,16282.37,17956.51,19732.56,"Pelly","Pelly"
2012,5735.94,6638.62,7689.65,10778.19,12082.55,13482.48,"Pelly","Pelly"
2013,9792.46,10800.07,11908.13,8615.8,9703.77,10890.95,"Pelly","Pelly"
2014,6405.63,6948.07,7541.81,9983.55,11107.12,12318.19,"Pelly","Pelly"
2015,15010.54,15985.48,17028.19,7448.87,8324.68,9258.39,"Pelly","Pelly"
2016,12131.06,13290.82,14537.3,3572.81,4083.43,4650.21,"Pelly","Pelly"
2017,7719.08,8538.77,9464.8,1289.26,1578.73,1910.28,"Pelly","Pelly"
2018,6480.52,7367.38,8379.55,1695.64,2043.65,2480.23,"Pelly","Pelly"
2019,4540.03,4683.08,4829.66,1445.16,2022.14,2946.16,"Pelly","Pelly"
2020,5824.82,6322.24,6868.29,1545.73,2827.58,5433.45,"Pelly","Pelly"
2021,5529.82,5779.35,6032.11,NA,NA,NA,"Pelly","Pelly"
2022,984.08,1278.89,1658.99,NA,NA,NA,"Pelly","Pelly"
2023,1493.08,1912.91,2432.75,NA,NA,NA,"Pelly","Pelly"
2024,1476.53,1744.95,2074.12,NA,NA,NA,"Pelly","Pelly"
1985,5264.88,6349.4,7651.51,9303.89,11378.64,13705.12,"Stewart","Stewart"
1986,4627.81,5643.41,6857.33,13425.81,15582.86,18037.37,"Stewart","Stewart"
1987,2819.94,3510.77,4372.38,6754.96,8213.86,9838.03,"Stewart","Stewart"
1988,2162.5,3878,6511.83,10206.67,12245.86,14559.53,"Stewart","Stewart"
1989,2611.93,4186.21,6529.45,22719.69,25948.17,29596.32,"Stewart","Stewart"
1990,3498.59,7395.59,11512.66,6683.58,8606.89,10723.14,"Stewart","Stewart"
1991,3980.3,4826.59,5909.14,15919.69,18262.03,20840.83,"Stewart","Stewart"
1992,2382.86,3207.38,4339.42,5421.38,6787.35,8357.39,"Stewart","Stewart"
1993,2019.87,2602.09,3337.95,8197.12,9560.8,11090.01,"Stewart","Stewart"
1994,4782.05,5928.09,7319.27,3854.62,4671.67,5566.86,"Stewart","Stewart"
1995,6021.33,7207.32,8614.21,5343.45,6454.17,7812.61,"Stewart","Stewart"
1996,3804.13,4789.16,6022.6,6313.11,7470.59,8827.49,"Stewart","Stewart"
1997,4741.09,5843.91,7177.81,6332.08,7467.14,8732.45,"Stewart","Stewart"
1998,2091.5,3180.65,4795.94,6864.55,7999.3,9239.87,"Stewart","Stewart"
1999,2116.31,2680.71,3409.62,4271.96,5116.13,6063.17,"Stewart","Stewart"
2000,1442.31,1822.63,2310.14,6010.49,7116.45,8411.23,"Stewart","Stewart"
2001,3169.4,4331.96,5878.32,9929.19,11324.85,12881,"Stewart","Stewart"
2002,3640.47,4458.76,5479.39,4033.63,4711.3,5513.95,"Stewart","Stewart"
2003,2936.33,3713.04,4690.8,6868.8,7633.54,8461.82,"Stewart","Stewart"
2004,2672.11,3347.58,4180.74,3827.11,4438.25,5132.16,"Stewart","Stewart"
2005,2207.46,2804.69,3560.25,4121.26,4711.84,5385.93,"Stewart","Stewart"
2006,4416.02,5697.51,7309.11,2335.32,2715.07,3159.8,"Stewart","Stewart"
2007,2553.56,3212.34,4051.18,2835.82,3317.55,3902.53,"Stewart","Stewart"
2008,1888.67,2156.63,2464.02,2286.68,2676.88,3112.02,"Stewart","Stewart"
2009,4700.69,5303.06,5978.47,4170.97,4725.6,5343.08,"Stewart","Stewart"
2010,1697.25,2322.46,3142.35,3568.08,4166.16,4828.47,"Stewart","Stewart"
2011,1920.76,2228.63,2589.31,6897.15,7711.83,8601.3,"Stewart","Stewart"
2012,923.65,1285.54,1776.32,4479.41,5115.93,5803.71,"Stewart","Stewart"
2013,2306.93,2858.33,3587.56,4772.16,5438.03,6198.98,"Stewart","Stewart"
2014,2426.75,2770.01,3165.26,5212,5905.62,6675.86,"Stewart","Stewart"
2015,4774.6,5371.8,6059.68,3260.51,3731.49,4259.11,"Stewart","Stewart"
2016,5206.61,5965.46,6839.8,1465.49,1740.17,2061.92,"Stewart","Stewart"
2017,2967.16,3488.87,4084.53,480.8,634.67,837.38,"Stewart","Stewart"
2018,2699.9,3164.65,3710.67,1246.17,1599.37,2081.67,"Stewart","Stewart"
2019,2997.05,3555.71,4229.56,1754.63,2615.88,4105.04,"Stewart","Stewart"
2020,1874.31,2202.58,2579.65,1539.21,3012.21,6300.67,"Stewart","Stewart"
2021,2478.24,2878.27,3348.47,NA,NA,NA,"Stewart","Stewart"
2022,211.7,305.61,441.67,NA,NA,NA,"Stewart","Stewart"
2023,637.16,925.08,1340.64,NA,NA,NA,"Stewart","Stewart"
2024,1723.19,2259.36,2978.74,NA,NA,NA,"Stewart","Stewart"
1985,1551.67,2163.35,2953.4,6921.24,8448.42,10242.23,"UpperYukonR.","UpperYukonR."
1986,2114.91,2852.45,3848.4,13770.77,16092.49,18642.36,"UpperYukonR.","UpperYukonR."
1987,1320.35,1731.16,2265.69,5871.64,7178.68,8751.19,"UpperYukonR.","UpperYukonR."
1988,12284.71,14443.89,17010.57,4524.12,5550.06,6730.57,"UpperYukonR.","UpperYukonR."
1989,4756.57,6144.37,7930.84,9086.39,10591.23,12317.45,"UpperYukonR.","UpperYukonR."
1990,4132.25,5395.41,7065.25,4557.83,5828.9,7345.46,"UpperYukonR.","UpperYukonR."
1991,2366.2,3194.26,4303.03,21058.18,24222.07,27713.35,"UpperYukonR.","UpperYukonR."
1992,3142.55,4014.75,5102.46,14744.47,18097.75,21870.11,"UpperYukonR.","UpperYukonR."
1993,1844.82,2487.12,3354.49,14717.46,17744.37,21164.78,"UpperYukonR.","UpperYukonR."
1994,1226.31,1816.47,2714.01,2729.44,3476.61,4419.41,"UpperYukonR.","UpperYukonR."
1995,1884.06,2723.16,3938.93,2614.45,3234.27,4061.32,"UpperYukonR.","UpperYukonR."
1996,3362.01,4460.27,5956.73,2816.81,3448.18,4194.25,"UpperYukonR.","UpperYukonR."
1997,6806.41,8228.48,9844.98,5655.25,6682.74,7882.73,"UpperYukonR.","UpperYukonR."
1998,9116.86,10764.11,12750.76,8963.45,10471.84,12088.57,"UpperYukonR.","UpperYukonR."
1999,1884.77,2594.46,3572.01,3072.59,4080.22,5349.48,"UpperYukonR.","UpperYukonR."
2000,798.74,1173.87,1714.72,2675.4,3376.48,4333.65,"UpperYukonR.","UpperYukonR."
2001,1447.93,2175.49,3216.73,3253.31,4108.48,5270.78,"UpperYukonR.","UpperYukonR."
2002,1281.33,1736.47,2366.76,1678.46,2137.03,2739.32,"UpperYukonR.","UpperYukonR."
2003,3501.3,4318.57,5280.09,8316.16,9303.02,10393.73,"UpperYukonR.","UpperYukonR."
2004,3894.26,4810.9,5890.18,4655.55,5504.92,6417.24,"UpperYukonR.","UpperYukonR."
2005,1058.03,1840.2,3065.19,8147.51,9205.52,10308.95,"UpperYukonR.","UpperYukonR."
2006,1494.41,2337.69,3594.3,10301.98,11523.36,12807.36,"UpperYukonR.","UpperYukonR."
2007,885.14,1599.03,2807.4,6937.19,7994.83,9160.77,"UpperYukonR.","UpperYukonR."
2008,1139.86,1711.61,2585.47,2355.92,2901.95,3532.33,"UpperYukonR.","UpperYukonR."
2009,8189.77,8752.6,9339.85,3083.67,3537.29,4028.83,"UpperYukonR.","UpperYukonR."
