"","year","gear","julian","fish","CU_no","CU","prob"
"14793",1994,"Fish Wheel",216,248,76,"NYR",0
"14794",1994,"Fish Wheel",216,248,75,"White",0
"14795",1994,"Fish Wheel",216,248,74,"Stew",0.981
"14796",1994,"Fish Wheel",216,248,72,"Pelly",0.019
"14797",1994,"Fish Wheel",216,248,71,"Norden",0
"14798",1994,"Fish Wheel",216,248,73,"MidYR",0
"14799",1994,"Fish Wheel",216,248,68,"Teslin",0
"14800",1994,"Fish Wheel",216,248,69,"UpperYR",0
"14801",1994,"Fish Wheel",208,249,76,"NYR",0
"14802",1994,"Fish Wheel",208,249,75,"White",0
"14803",1994,"Fish Wheel",208,249,74,"Stew",0.1904
"14804",1994,"Fish Wheel",208,249,72,"Pelly",0.7488
"14805",1994,"Fish Wheel",208,249,71,"Norden",0
"14806",1994,"Fish Wheel",208,249,73,"MidYR",0.0605
"14807",1994,"Fish Wheel",208,249,68,"Teslin",3e-04
"14808",1994,"Fish Wheel",208,249,69,"UpperYR",0
"14809",1994,"Fish Wheel",215,250,76,"NYR",0.0467
"14810",1994,"Fish Wheel",215,250,75,"White",0
"14811",1994,"Fish Wheel",215,250,74,"Stew",0.0657
"14812",1994,"Fish Wheel",215,250,72,"Pelly",0.7838
"14813",1994,"Fish Wheel",215,250,71,"Norden",0
"14814",1994,"Fish Wheel",215,250,73,"MidYR",0.1036
"14815",1994,"Fish Wheel",215,250,68,"Teslin",1e-04
"14816",1994,"Fish Wheel",215,250,69,"UpperYR",0
"14817",1994,"Fish Wheel",215,251,76,"NYR",0
"14818",1994,"Fish Wheel",215,251,75,"White",0
"14819",1994,"Fish Wheel",215,251,74,"Stew",0
"14820",1994,"Fish Wheel",215,251,72,"Pelly",0
"14821",1994,"Fish Wheel",215,251,71,"Norden",0
"14822",1994,"Fish Wheel",215,251,73,"MidYR",5e-04
"14823",1994,"Fish Wheel",215,251,68,"Teslin",0
"14824",1994,"Fish Wheel",215,251,69,"UpperYR",0.9995
"14825",1994,"Fish Wheel",194,252,76,"NYR",0
"14826",1994,"Fish Wheel",194,252,75,"White",0.9841
"14827",1994,"Fish Wheel",194,252,74,"Stew",0
"14828",1994,"Fish Wheel",194,252,72,"Pelly",0.0159
"14829",1994,"Fish Wheel",194,252,71,"Norden",0
"14830",1994,"Fish Wheel",194,252,73,"MidYR",0
"14831",1994,"Fish Wheel",194,252,68,"Teslin",0
"14832",1994,"Fish Wheel",194,252,69,"UpperYR",0
"14833",1994,"Fish Wheel",221,253,76,"NYR",0
"14834",1994,"Fish Wheel",221,253,75,"White",0
"14835",1994,"Fish Wheel",221,253,74,"Stew",0
"14836",1994,"Fish Wheel",221,253,72,"Pelly",0
"14837",1994,"Fish Wheel",221,253,71,"Norden",0
"14838",1994,"Fish Wheel",221,253,73,"MidYR",1
"14839",1994,"Fish Wheel",221,253,68,"Teslin",0
"14840",1994,"Fish Wheel",221,253,69,"UpperYR",0
"14841",1994,"Fish Wheel",197,254,76,"NYR",0.9982
"14842",1994,"Fish Wheel",197,254,75,"White",2e-04
"14843",1994,"Fish Wheel",197,254,74,"Stew",0
"14844",1994,"Fish Wheel",197,254,72,"Pelly",0.001
"14845",1994,"Fish Wheel",197,254,71,"Norden",0
"14846",1994,"Fish Wheel",197,254,73,"MidYR",6e-04
"14847",1994,"Fish Wheel",197,254,68,"Teslin",0
"14848",1994,"Fish Wheel",197,254,69,"UpperYR",0
"14849",1994,"Fish Wheel",196,255,76,"NYR",0.9923
"14850",1994,"Fish Wheel",196,255,75,"White",1e-04
"14851",1994,"Fish Wheel",196,255,74,"Stew",0
"14852",1994,"Fish Wheel",196,255,72,"Pelly",0.0048
"14853",1994,"Fish Wheel",196,255,71,"Norden",0
"14854",1994,"Fish Wheel",196,255,73,"MidYR",0.0028
"14855",1994,"Fish Wheel",196,255,68,"Teslin",0
"14856",1994,"Fish Wheel",196,255,69,"UpperYR",0
"14857",1994,"Fish Wheel",191,256,76,"NYR",6e-04
"14858",1994,"Fish Wheel",191,256,75,"White",0.0075
"14859",1994,"Fish Wheel",191,256,74,"Stew",0.0671
"14860",1994,"Fish Wheel",191,256,72,"Pelly",0.7802
"14861",1994,"Fish Wheel",191,256,71,"Norden",0
"14862",1994,"Fish Wheel",191,256,73,"MidYR",0.1444
"14863",1994,"Fish Wheel",191,256,68,"Teslin",0
"14864",1994,"Fish Wheel",191,256,69,"UpperYR",0
"14865",1994,"Fish Wheel",201,257,76,"NYR",0
"14866",1994,"Fish Wheel",201,257,75,"White",0.0016
"14867",1994,"Fish Wheel",201,257,74,"Stew",0.0353
"14868",1994,"Fish Wheel",201,257,72,"Pelly",0.8853
"14869",1994,"Fish Wheel",201,257,71,"Norden",0.0019
"14870",1994,"Fish Wheel",201,257,73,"MidYR",0.0759
"14871",1994,"Fish Wheel",201,257,68,"Teslin",0
"14872",1994,"Fish Wheel",201,257,69,"UpperYR",0
"14873",1994,"Fish Wheel",222,258,76,"NYR",0.0104
"14874",1994,"Fish Wheel",222,258,75,"White",0
"14875",1994,"Fish Wheel",222,258,74,"Stew",6e-04
"14876",1994,"Fish Wheel",222,258,72,"Pelly",0.0025
"14877",1994,"Fish Wheel",222,258,71,"Norden",0
"14878",1994,"Fish Wheel",222,258,73,"MidYR",0.983
"14879",1994,"Fish Wheel",222,258,68,"Teslin",0
"14880",1994,"Fish Wheel",222,258,69,"UpperYR",0.003
"14881",1994,"Fish Wheel",217,259,76,"NYR",0
"14882",1994,"Fish Wheel",217,259,75,"White",0
"14883",1994,"Fish Wheel",217,259,74,"Stew",0.0023
"14884",1994,"Fish Wheel",217,259,72,"Pelly",0
"14885",1994,"Fish Wheel",217,259,71,"Norden",0
"14886",1994,"Fish Wheel",217,259,73,"MidYR",0.9977
"14887",1994,"Fish Wheel",217,259,68,"Teslin",0
"14888",1994,"Fish Wheel",217,259,69,"UpperYR",0
"14889",1994,"Fish Wheel",206,260,76,"NYR",0
"14890",1994,"Fish Wheel",206,260,75,"White",0
"14891",1994,"Fish Wheel",206,260,74,"Stew",0.2488
"14892",1994,"Fish Wheel",206,260,72,"Pelly",6e-04
"14893",1994,"Fish Wheel",206,260,71,"Norden",0
"14894",1994,"Fish Wheel",206,260,73,"MidYR",0.7311
"14895",1994,"Fish Wheel",206,260,68,"Teslin",0.0195
"14896",1994,"Fish Wheel",206,260,69,"UpperYR",0
"14897",1994,"Fish Wheel",204,261,76,"NYR",0.9987
"14898",1994,"Fish Wheel",204,261,75,"White",0.0013
"14899",1994,"Fish Wheel",204,261,74,"Stew",0
"14900",1994,"Fish Wheel",204,261,72,"Pelly",0
"14901",1994,"Fish Wheel",204,261,71,"Norden",0
"14902",1994,"Fish Wheel",204,261,73,"MidYR",0
"14903",1994,"Fish Wheel",204,261,68,"Teslin",0
"14904",1994,"Fish Wheel",204,261,69,"UpperYR",0
"14905",1994,"Fish Wheel",199,262,76,"NYR",1
"14906",1994,"Fish Wheel",199,262,75,"White",0
"14907",1994,"Fish Wheel",199,262,74,"Stew",0
"14908",1994,"Fish Wheel",199,262,72,"Pelly",0
"14909",1994,"Fish Wheel",199,262,71,"Norden",0
"14910",1994,"Fish Wheel",199,262,73,"MidYR",0
"14911",1994,"Fish Wheel",199,262,68,"Teslin",0
"14912",1994,"Fish Wheel",199,262,69,"UpperYR",0
"14913",1994,"Fish Wheel",196,263,76,"NYR",0
"14914",1994,"Fish Wheel",196,263,75,"White",0.9025
"14915",1994,"Fish Wheel",196,263,74,"Stew",0.0031
"14916",1994,"Fish Wheel",196,263,72,"Pelly",0.0708
"14917",1994,"Fish Wheel",196,263,71,"Norden",0
"14918",1994,"Fish Wheel",196,263,73,"MidYR",0.0207
"14919",1994,"Fish Wheel",196,263,68,"Teslin",0.0029
"14920",1994,"Fish Wheel",196,263,69,"UpperYR",0
"14921",1994,"Fish Wheel",217,264,76,"NYR",0
"14922",1994,"Fish Wheel",217,264,75,"White",0
"14923",1994,"Fish Wheel",217,264,74,"Stew",0.001
"14924",1994,"Fish Wheel",217,264,72,"Pelly",4e-04
"14925",1994,"Fish Wheel",217,264,71,"Norden",0
"14926",1994,"Fish Wheel",217,264,73,"MidYR",0.007
"14927",1994,"Fish Wheel",217,264,68,"Teslin",0.0209
"14928",1994,"Fish Wheel",217,264,69,"UpperYR",0.9705
"14929",1994,"Fish Wheel",219,265,76,"NYR",0
"14930",1994,"Fish Wheel",219,265,75,"White",0
"14931",1994,"Fish Wheel",219,265,74,"Stew",0.01
"14932",1994,"Fish Wheel",219,265,72,"Pelly",0.0073
"14933",1994,"Fish Wheel",219,265,71,"Norden",0
"14934",1994,"Fish Wheel",219,265,73,"MidYR",0.975
"14935",1994,"Fish Wheel",219,265,68,"Teslin",0.0067
"14936",1994,"Fish Wheel",219,265,69,"UpperYR",0.001
"14937",1994,"Fish Wheel",194,266,76,"NYR",3e-04
"14938",1994,"Fish Wheel",194,266,75,"White",0.9964
"14939",1994,"Fish Wheel",194,266,74,"Stew",0.002
"14940",1994,"Fish Wheel",194,266,72,"Pelly",8e-04
"14941",1994,"Fish Wheel",194,266,71,"Norden",0
"14942",1994,"Fish Wheel",194,266,73,"MidYR",5e-04
"14943",1994,"Fish Wheel",194,266,68,"Teslin",0
"14944",1994,"Fish Wheel",194,266,69,"UpperYR",0
"14945",1994,"Fish Wheel",202,267,76,"NYR",0
"14946",1994,"Fish Wheel",202,267,75,"White",0
"14947",1994,"Fish Wheel",202,267,74,"Stew",0.0165
"14948",1994,"Fish Wheel",202,267,72,"Pelly",0.0337
"14949",1994,"Fish Wheel",202,267,71,"Norden",0.0032
"14950",1994,"Fish Wheel",202,267,73,"MidYR",0.9413
"14951",1994,"Fish Wheel",202,267,68,"Teslin",0.003
"14952",1994,"Fish Wheel",202,267,69,"UpperYR",0
"14953",1994,"Fish Wheel",206,268,76,"NYR",0.0076
"14954",1994,"Fish Wheel",206,268,75,"White",0
"14955",1994,"Fish Wheel",206,268,74,"Stew",0.0045
"14956",1994,"Fish Wheel",206,268,72,"Pelly",0.8166
"14957",1994,"Fish Wheel",206,268,71,"Norden",0.0078
"14958",1994,"Fish Wheel",206,268,73,"MidYR",0.1617
"14959",1994,"Fish Wheel",206,268,68,"Teslin",0
"14960",1994,"Fish Wheel",206,268,69,"UpperYR",0
"14961",1994,"Fish Wheel",212,269,76,"NYR",0
"14962",1994,"Fish Wheel",212,269,75,"White",0.0135
"14963",1994,"Fish Wheel",212,269,74,"Stew",0.0105
"14964",1994,"Fish Wheel",212,269,72,"Pelly",0.4327
"14965",1994,"Fish Wheel",212,269,71,"Norden",0
"14966",1994,"Fish Wheel",212,269,73,"MidYR",0.5001
"14967",1994,"Fish Wheel",212,269,68,"Teslin",0.0409
"14968",1994,"Fish Wheel",212,269,69,"UpperYR",0
"14969",1994,"Fish Wheel",206,270,76,"NYR",0
"14970",1994,"Fish Wheel",206,270,75,"White",0
"14971",1994,"Fish Wheel",206,270,74,"Stew",0.0015
"14972",1994,"Fish Wheel",206,270,72,"Pelly",0.0232
"14973",1994,"Fish Wheel",206,270,71,"Norden",0.7261
"14974",1994,"Fish Wheel",206,270,73,"MidYR",0.2488
"14975",1994,"Fish Wheel",206,270,68,"Teslin",4e-04
"14976",1994,"Fish Wheel",206,270,69,"UpperYR",0
"14977",1995,"Fish Wheel",216,1,76,"NYR",0
"14978",1995,"Fish Wheel",216,1,75,"White",0
"14979",1995,"Fish Wheel",216,1,74,"Stew",0
"14980",1995,"Fish Wheel",216,1,72,"Pelly",0
"14981",1995,"Fish Wheel",216,1,71,"Norden",0
"14982",1995,"Fish Wheel",216,1,73,"MidYR",0.9997
"14983",1995,"Fish Wheel",216,1,68,"Teslin",0
"14984",1995,"Fish Wheel",216,1,69,"UpperYR",3e-04
"14985",1995,"Fish Wheel",217,2,76,"NYR",0.0011
"14986",1995,"Fish Wheel",217,2,75,"White",0
"14987",1995,"Fish Wheel",217,2,74,"Stew",0.1734
"14988",1995,"Fish Wheel",217,2,72,"Pelly",0.0106
"14989",1995,"Fish Wheel",217,2,71,"Norden",0
"14990",1995,"Fish Wheel",217,2,73,"MidYR",0.6215
"14991",1995,"Fish Wheel",217,2,68,"Teslin",0.1924
"14992",1995,"Fish Wheel",217,2,69,"UpperYR",0
"14993",1995,"Fish Wheel",217,3,76,"NYR",0
"14994",1995,"Fish Wheel",217,3,75,"White",4e-04
"14995",1995,"Fish Wheel",217,3,74,"Stew",0.0069
"14996",1995,"Fish Wheel",217,3,72,"Pelly",6e-04
"14997",1995,"Fish Wheel",217,3,71,"Norden",0
"14998",1995,"Fish Wheel",217,3,73,"MidYR",0.9907
"14999",1995,"Fish Wheel",217,3,68,"Teslin",0.0014
"15000",1995,"Fish Wheel",217,3,69,"UpperYR",0
"15001",1995,"Fish Wheel",218,4,76,"NYR",0
"15002",1995,"Fish Wheel",218,4,75,"White",0
"15003",1995,"Fish Wheel",218,4,74,"Stew",0.032
"15004",1995,"Fish Wheel",218,4,72,"Pelly",0
"15005",1995,"Fish Wheel",218,4,71,"Norden",0.0457
"15006",1995,"Fish Wheel",218,4,73,"MidYR",0.239
"15007",1995,"Fish Wheel",218,4,68,"Teslin",0.6436
"15008",1995,"Fish Wheel",218,4,69,"UpperYR",0.0391
"15009",1995,"Fish Wheel",218,5,76,"NYR",0
"15010",1995,"Fish Wheel",218,5,75,"White",0.0011
"15011",1995,"Fish Wheel",218,5,74,"Stew",0.0398
"15012",1995,"Fish Wheel",218,5,72,"Pelly",0.006
"15013",1995,"Fish Wheel",218,5,71,"Norden",0
"15014",1995,"Fish Wheel",218,5,73,"MidYR",0.9529
"15015",1995,"Fish Wheel",218,5,68,"Teslin",2e-04
"15016",1995,"Fish Wheel",218,5,69,"UpperYR",0
"15017",1995,"Fish Wheel",218,6,76,"NYR",0
"15018",1995,"Fish Wheel",218,6,75,"White",0.8485
"15019",1995,"Fish Wheel",218,6,74,"Stew",0.0016
"15020",1995,"Fish Wheel",218,6,72,"Pelly",0.1098
"15021",1995,"Fish Wheel",218,6,71,"Norden",0.0109
"15022",1995,"Fish Wheel",218,6,73,"MidYR",0.0292
"15023",1995,"Fish Wheel",218,6,68,"Teslin",0
"15024",1995,"Fish Wheel",218,6,69,"UpperYR",0
"15025",1995,"Fish Wheel",219,7,76,"NYR",0.0071
"15026",1995,"Fish Wheel",219,7,75,"White",0
"15027",1995,"Fish Wheel",219,7,74,"Stew",0.0047
"15028",1995,"Fish Wheel",219,7,72,"Pelly",0.0087
"15029",1995,"Fish Wheel",219,7,71,"Norden",0
"15030",1995,"Fish Wheel",219,7,73,"MidYR",0.9768
"15031",1995,"Fish Wheel",219,7,68,"Teslin",0
"15032",1995,"Fish Wheel",219,7,69,"UpperYR",0.0017
"15033",1995,"Fish Wheel",219,8,76,"NYR",0.0035
"15034",1995,"Fish Wheel",219,8,75,"White",0
"15035",1995,"Fish Wheel",219,8,74,"Stew",0.1258
"15036",1995,"Fish Wheel",219,8,72,"Pelly",0.0192
"15037",1995,"Fish Wheel",219,8,71,"Norden",0
"15038",1995,"Fish Wheel",219,8,73,"MidYR",0.8444
"15039",1995,"Fish Wheel",219,8,68,"Teslin",0.0043
"15040",1995,"Fish Wheel",219,8,69,"UpperYR",0
"15041",1995,"Fish Wheel",185,9,76,"NYR",0
"15042",1995,"Fish Wheel",185,9,75,"White",0.9984
"15043",1995,"Fish Wheel",185,9,74,"Stew",0.001
"15044",1995,"Fish Wheel",185,9,72,"Pelly",1e-04
"15045",1995,"Fish Wheel",185,9,71,"Norden",0
"15046",1995,"Fish Wheel",185,9,73,"MidYR",0
"15047",1995,"Fish Wheel",185,9,68,"Teslin",5e-04
"15048",1995,"Fish Wheel",185,9,69,"UpperYR",0
"15049",1995,"Fish Wheel",185,10,76,"NYR",7e-04
"15050",1995,"Fish Wheel",185,10,75,"White",0.0332
"15051",1995,"Fish Wheel",185,10,74,"Stew",0.5569
"15052",1995,"Fish Wheel",185,10,72,"Pelly",0.3051
"15053",1995,"Fish Wheel",185,10,71,"Norden",0
"15054",1995,"Fish Wheel",185,10,73,"MidYR",0.1036
"15055",1995,"Fish Wheel",185,10,68,"Teslin",0
"15056",1995,"Fish Wheel",185,10,69,"UpperYR",0
"15057",1995,"Fish Wheel",187,11,76,"NYR",1
"15058",1995,"Fish Wheel",187,11,75,"White",0
"15059",1995,"Fish Wheel",187,11,74,"Stew",0
"15060",1995,"Fish Wheel",187,11,72,"Pelly",0
"15061",1995,"Fish Wheel",187,11,71,"Norden",0
"15062",1995,"Fish Wheel",187,11,73,"MidYR",0
"15063",1995,"Fish Wheel",187,11,68,"Teslin",0
"15064",1995,"Fish Wheel",187,11,69,"UpperYR",0
"15065",1995,"Fish Wheel",187,12,76,"NYR",0.5945
"15066",1995,"Fish Wheel",187,12,75,"White",0.0063
"15067",1995,"Fish Wheel",187,12,74,"Stew",0.2692
"15068",1995,"Fish Wheel",187,12,72,"Pelly",0.1217
"15069",1995,"Fish Wheel",187,12,71,"Norden",0
"15070",1995,"Fish Wheel",187,12,73,"MidYR",0.0081
"15071",1995,"Fish Wheel",187,12,68,"Teslin",0
"15072",1995,"Fish Wheel",187,12,69,"UpperYR",0
"15073",1995,"Fish Wheel",188,13,76,"NYR",1
"15074",1995,"Fish Wheel",188,13,75,"White",0
"15075",1995,"Fish Wheel",188,13,74,"Stew",0
"15076",1995,"Fish Wheel",188,13,72,"Pelly",0
"15077",1995,"Fish Wheel",188,13,71,"Norden",0
"15078",1995,"Fish Wheel",188,13,73,"MidYR",0
"15079",1995,"Fish Wheel",188,13,68,"Teslin",0
"15080",1995,"Fish Wheel",188,13,69,"UpperYR",0
"15081",1995,"Fish Wheel",188,14,76,"NYR",0.9978
"15082",1995,"Fish Wheel",188,14,75,"White",0
"15083",1995,"Fish Wheel",188,14,74,"Stew",4e-04
"15084",1995,"Fish Wheel",188,14,72,"Pelly",0
"15085",1995,"Fish Wheel",188,14,71,"Norden",0
"15086",1995,"Fish Wheel",188,14,73,"MidYR",8e-04
"15087",1995,"Fish Wheel",188,14,68,"Teslin",9e-04
"15088",1995,"Fish Wheel",188,14,69,"UpperYR",1e-04
"15089",1995,"Fish Wheel",192,15,76,"NYR",0.0174
"15090",1995,"Fish Wheel",192,15,75,"White",0
"15091",1995,"Fish Wheel",192,15,74,"Stew",0.0163
"15092",1995,"Fish Wheel",192,15,72,"Pelly",0.7519
"15093",1995,"Fish Wheel",192,15,71,"Norden",0
"15094",1995,"Fish Wheel",192,15,73,"MidYR",0.088
"15095",1995,"Fish Wheel",192,15,68,"Teslin",0.1147
"15096",1995,"Fish Wheel",192,15,69,"UpperYR",0
"15097",1995,"Fish Wheel",193,16,76,"NYR",0.0179
"15098",1995,"Fish Wheel",193,16,75,"White",0
"15099",1995,"Fish Wheel",193,16,74,"Stew",0.059
"15100",1995,"Fish Wheel",193,16,72,"Pelly",0.64
"15101",1995,"Fish Wheel",193,16,71,"Norden",0
"15102",1995,"Fish Wheel",193,16,73,"MidYR",0.2608
"15103",1995,"Fish Wheel",193,16,68,"Teslin",0.0146
"15104",1995,"Fish Wheel",193,16,69,"UpperYR",0
"15105",1995,"Fish Wheel",194,17,76,"NYR",0
"15106",1995,"Fish Wheel",194,17,75,"White",0
"15107",1995,"Fish Wheel",194,17,74,"Stew",0.0299
"15108",1995,"Fish Wheel",194,17,72,"Pelly",6e-04
"15109",1995,"Fish Wheel",194,17,71,"Norden",0.0173
"15110",1995,"Fish Wheel",194,17,73,"MidYR",0.951
"15111",1995,"Fish Wheel",194,17,68,"Teslin",0
"15112",1995,"Fish Wheel",194,17,69,"UpperYR",6e-04
"15113",1995,"Fish Wheel",194,18,76,"NYR",0.6013
"15114",1995,"Fish Wheel",194,18,75,"White",0
"15115",1995,"Fish Wheel",194,18,74,"Stew",0.2002
"15116",1995,"Fish Wheel",194,18,72,"Pelly",0.1287
"15117",1995,"Fish Wheel",194,18,71,"Norden",0
"15118",1995,"Fish Wheel",194,18,73,"MidYR",0.0527
"15119",1995,"Fish Wheel",194,18,68,"Teslin",0.0171
"15120",1995,"Fish Wheel",194,18,69,"UpperYR",0
"15121",1995,"Fish Wheel",194,19,76,"NYR",0.5681
"15122",1995,"Fish Wheel",194,19,75,"White",0
"15123",1995,"Fish Wheel",194,19,74,"Stew",0.0089
"15124",1995,"Fish Wheel",194,19,72,"Pelly",0.0379
"15125",1995,"Fish Wheel",194,19,71,"Norden",0
"15126",1995,"Fish Wheel",194,19,73,"MidYR",0.3609
"15127",1995,"Fish Wheel",194,19,68,"Teslin",0.0191
"15128",1995,"Fish Wheel",194,19,69,"UpperYR",0
"15129",1995,"Fish Wheel",195,20,76,"NYR",0.545
"15130",1995,"Fish Wheel",195,20,75,"White",0
"15131",1995,"Fish Wheel",195,20,74,"Stew",4e-04
"15132",1995,"Fish Wheel",195,20,72,"Pelly",0.0517
"15133",1995,"Fish Wheel",195,20,71,"Norden",0
"15134",1995,"Fish Wheel",195,20,73,"MidYR",0.3987
"15135",1995,"Fish Wheel",195,20,68,"Teslin",0.0042
"15136",1995,"Fish Wheel",195,20,69,"UpperYR",0
"15137",1995,"Fish Wheel",195,21,76,"NYR",0
"15138",1995,"Fish Wheel",195,21,75,"White",0
"15139",1995,"Fish Wheel",195,21,74,"Stew",0
"15140",1995,"Fish Wheel",195,21,72,"Pelly",0
"15141",1995,"Fish Wheel",195,21,71,"Norden",0
"15142",1995,"Fish Wheel",195,21,73,"MidYR",0
"15143",1995,"Fish Wheel",195,21,68,"Teslin",0
"15144",1995,"Fish Wheel",195,21,69,"UpperYR",1
"15145",1995,"Fish Wheel",195,22,76,"NYR",0
"15146",1995,"Fish Wheel",195,22,75,"White",0
"15147",1995,"Fish Wheel",195,22,74,"Stew",0.9704
"15148",1995,"Fish Wheel",195,22,72,"Pelly",0.0155
"15149",1995,"Fish Wheel",195,22,71,"Norden",0
"15150",1995,"Fish Wheel",195,22,73,"MidYR",0.0135
"15151",1995,"Fish Wheel",195,22,68,"Teslin",2e-04
"15152",1995,"Fish Wheel",195,22,69,"UpperYR",3e-04
"15153",1995,"Fish Wheel",195,23,76,"NYR",0
"15154",1995,"Fish Wheel",195,23,75,"White",0
"15155",1995,"Fish Wheel",195,23,74,"Stew",2e-04
"15156",1995,"Fish Wheel",195,23,72,"Pelly",0
"15157",1995,"Fish Wheel",195,23,71,"Norden",0
"15158",1995,"Fish Wheel",195,23,73,"MidYR",0.0041
"15159",1995,"Fish Wheel",195,23,68,"Teslin",0.9957
"15160",1995,"Fish Wheel",195,23,69,"UpperYR",0
"15161",1995,"Fish Wheel",196,24,76,"NYR",0
"15162",1995,"Fish Wheel",196,24,75,"White",0
"15163",1995,"Fish Wheel",196,24,74,"Stew",0
"15164",1995,"Fish Wheel",196,24,72,"Pelly",0
"15165",1995,"Fish Wheel",196,24,71,"Norden",0
"15166",1995,"Fish Wheel",196,24,73,"MidYR",1e-04
"15167",1995,"Fish Wheel",196,24,68,"Teslin",1e-04
"15168",1995,"Fish Wheel",196,24,69,"UpperYR",0.9998
"15169",1995,"Fish Wheel",196,25,76,"NYR",0
"15170",1995,"Fish Wheel",196,25,75,"White",0
"15171",1995,"Fish Wheel",196,25,74,"Stew",1e-04
"15172",1995,"Fish Wheel",196,25,72,"Pelly",0
"15173",1995,"Fish Wheel",196,25,71,"Norden",0
"15174",1995,"Fish Wheel",196,25,73,"MidYR",0
"15175",1995,"Fish Wheel",196,25,68,"Teslin",0.9999
"15176",1995,"Fish Wheel",196,25,69,"UpperYR",0
"15177",1995,"Fish Wheel",198,26,76,"NYR",0
"15178",1995,"Fish Wheel",198,26,75,"White",0
"15179",1995,"Fish Wheel",198,26,74,"Stew",0.2229
"15180",1995,"Fish Wheel",198,26,72,"Pelly",0.0026
"15181",1995,"Fish Wheel",198,26,71,"Norden",0.0052
"15182",1995,"Fish Wheel",198,26,73,"MidYR",0.145
"15183",1995,"Fish Wheel",198,26,68,"Teslin",0.6243
"15184",1995,"Fish Wheel",198,26,69,"UpperYR",0
"15185",1995,"Fish Wheel",198,27,76,"NYR",0.7268
"15186",1995,"Fish Wheel",198,27,75,"White",0.0052
"15187",1995,"Fish Wheel",198,27,74,"Stew",0.0014
"15188",1995,"Fish Wheel",198,27,72,"Pelly",0.003
"15189",1995,"Fish Wheel",198,27,71,"Norden",0
"15190",1995,"Fish Wheel",198,27,73,"MidYR",0.2626
"15191",1995,"Fish Wheel",198,27,68,"Teslin",0
"15192",1995,"Fish Wheel",198,27,69,"UpperYR",0
"15193",1995,"Fish Wheel",198,28,76,"NYR",0.0139
"15194",1995,"Fish Wheel",198,28,75,"White",1e-04
"15195",1995,"Fish Wheel",198,28,74,"Stew",0.0034
"15196",1995,"Fish Wheel",198,28,72,"Pelly",0.9786
"15197",1995,"Fish Wheel",198,28,71,"Norden",0
"15198",1995,"Fish Wheel",198,28,73,"MidYR",0.004
"15199",1995,"Fish Wheel",198,28,68,"Teslin",0
"15200",1995,"Fish Wheel",198,28,69,"UpperYR",0
"15201",1995,"Fish Wheel",198,29,76,"NYR",0.0374
"15202",1995,"Fish Wheel",198,29,75,"White",0
"15203",1995,"Fish Wheel",198,29,74,"Stew",0.1665
"15204",1995,"Fish Wheel",198,29,72,"Pelly",0.0012
"15205",1995,"Fish Wheel",198,29,71,"Norden",1e-04
"15206",1995,"Fish Wheel",198,29,73,"MidYR",0.7948
"15207",1995,"Fish Wheel",198,29,68,"Teslin",0
"15208",1995,"Fish Wheel",198,29,69,"UpperYR",0
"15209",1995,"Fish Wheel",198,30,76,"NYR",0.9764
"15210",1995,"Fish Wheel",198,30,75,"White",0.0221
"15211",1995,"Fish Wheel",198,30,74,"Stew",1e-04
"15212",1995,"Fish Wheel",198,30,72,"Pelly",0.0011
"15213",1995,"Fish Wheel",198,30,71,"Norden",0
"15214",1995,"Fish Wheel",198,30,73,"MidYR",3e-04
"15215",1995,"Fish Wheel",198,30,68,"Teslin",0
"15216",1995,"Fish Wheel",198,30,69,"UpperYR",0
"15217",1995,"Fish Wheel",198,31,76,"NYR",0
"15218",1995,"Fish Wheel",198,31,75,"White",0.0637
"15219",1995,"Fish Wheel",198,31,74,"Stew",0.1504
"15220",1995,"Fish Wheel",198,31,72,"Pelly",0.2308
"15221",1995,"Fish Wheel",198,31,71,"Norden",0
"15222",1995,"Fish Wheel",198,31,73,"MidYR",0.5336
"15223",1995,"Fish Wheel",198,31,68,"Teslin",0.0161
"15224",1995,"Fish Wheel",198,31,69,"UpperYR",0
"15225",1995,"Fish Wheel",198,32,76,"NYR",0
"15226",1995,"Fish Wheel",198,32,75,"White",0
"15227",1995,"Fish Wheel",198,32,74,"Stew",6e-04
"15228",1995,"Fish Wheel",198,32,72,"Pelly",0
"15229",1995,"Fish Wheel",198,32,71,"Norden",0.0012
"15230",1995,"Fish Wheel",198,32,73,"MidYR",0.9982
"15231",1995,"Fish Wheel",198,32,68,"Teslin",0
"15232",1995,"Fish Wheel",198,32,69,"UpperYR",0
"15233",1995,"Fish Wheel",199,33,76,"NYR",2e-04
"15234",1995,"Fish Wheel",199,33,75,"White",0
"15235",1995,"Fish Wheel",199,33,74,"Stew",0
"15236",1995,"Fish Wheel",199,33,72,"Pelly",4e-04
"15237",1995,"Fish Wheel",199,33,71,"Norden",3e-04
"15238",1995,"Fish Wheel",199,33,73,"MidYR",0.9985
"15239",1995,"Fish Wheel",199,33,68,"Teslin",5e-04
"15240",1995,"Fish Wheel",199,33,69,"UpperYR",0
"15241",1995,"Fish Wheel",199,34,76,"NYR",0.4069
"15242",1995,"Fish Wheel",199,34,75,"White",0.0092
"15243",1995,"Fish Wheel",199,34,74,"Stew",0.0159
"15244",1995,"Fish Wheel",199,34,72,"Pelly",0.3992
"15245",1995,"Fish Wheel",199,34,71,"Norden",0
