"","year","gear","julian","fish","CU_no","CU","prob"
"63293",2015,"Test Fishery",196,174,71,"Norden",0
"63294",2015,"Test Fishery",196,174,73,"MidYR",0.0011
"63295",2015,"Test Fishery",196,174,68,"Teslin",0
"63296",2015,"Test Fishery",196,174,69,"UpperYR",0
"63297",2015,"Test Fishery",196,175,76,"NYR",0
"63298",2015,"Test Fishery",196,175,75,"White",0
"63299",2015,"Test Fishery",196,175,74,"Stew",4e-04
"63300",2015,"Test Fishery",196,175,72,"Pelly",0.9441
"63301",2015,"Test Fishery",196,175,71,"Norden",0
"63302",2015,"Test Fishery",196,175,73,"MidYR",0.0522
"63303",2015,"Test Fishery",196,175,68,"Teslin",9e-04
"63304",2015,"Test Fishery",196,175,69,"UpperYR",0.0023
"63305",2015,"Test Fishery",196,176,76,"NYR",8e-04
"63306",2015,"Test Fishery",196,176,75,"White",2e-04
"63307",2015,"Test Fishery",196,176,74,"Stew",0.0012
"63308",2015,"Test Fishery",196,176,72,"Pelly",0.8021
"63309",2015,"Test Fishery",196,176,71,"Norden",0
"63310",2015,"Test Fishery",196,176,73,"MidYR",0.1957
"63311",2015,"Test Fishery",196,176,68,"Teslin",0
"63312",2015,"Test Fishery",196,176,69,"UpperYR",0
"63313",2015,"Test Fishery",196,177,76,"NYR",0
"63314",2015,"Test Fishery",196,177,75,"White",0
"63315",2015,"Test Fishery",196,177,74,"Stew",1e-04
"63316",2015,"Test Fishery",196,177,72,"Pelly",0.9998
"63317",2015,"Test Fishery",196,177,71,"Norden",0
"63318",2015,"Test Fishery",196,177,73,"MidYR",1e-04
"63319",2015,"Test Fishery",196,177,68,"Teslin",0
"63320",2015,"Test Fishery",196,177,69,"UpperYR",0
"63321",2015,"Test Fishery",196,178,76,"NYR",0
"63322",2015,"Test Fishery",196,178,75,"White",0.001
"63323",2015,"Test Fishery",196,178,74,"Stew",0.0055
"63324",2015,"Test Fishery",196,178,72,"Pelly",0.0943
"63325",2015,"Test Fishery",196,178,71,"Norden",0
"63326",2015,"Test Fishery",196,178,73,"MidYR",0.8992
"63327",2015,"Test Fishery",196,178,68,"Teslin",0
"63328",2015,"Test Fishery",196,178,69,"UpperYR",0
"63329",2015,"Test Fishery",196,179,76,"NYR",0.9679
"63330",2015,"Test Fishery",196,179,75,"White",0
"63331",2015,"Test Fishery",196,179,74,"Stew",0.0297
"63332",2015,"Test Fishery",196,179,72,"Pelly",0.0011
"63333",2015,"Test Fishery",196,179,71,"Norden",0
"63334",2015,"Test Fishery",196,179,73,"MidYR",0.0013
"63335",2015,"Test Fishery",196,179,68,"Teslin",0
"63336",2015,"Test Fishery",196,179,69,"UpperYR",0
"63337",2015,"Test Fishery",196,180,76,"NYR",0
"63338",2015,"Test Fishery",196,180,75,"White",1
"63339",2015,"Test Fishery",196,180,74,"Stew",0
"63340",2015,"Test Fishery",196,180,72,"Pelly",0
"63341",2015,"Test Fishery",196,180,71,"Norden",0
"63342",2015,"Test Fishery",196,180,73,"MidYR",0
"63343",2015,"Test Fishery",196,180,68,"Teslin",0
"63344",2015,"Test Fishery",196,180,69,"UpperYR",0
"63345",2015,"Test Fishery",196,181,76,"NYR",0
"63346",2015,"Test Fishery",196,181,75,"White",0
"63347",2015,"Test Fishery",196,181,74,"Stew",1e-04
"63348",2015,"Test Fishery",196,181,72,"Pelly",1e-04
"63349",2015,"Test Fishery",196,181,71,"Norden",0
"63350",2015,"Test Fishery",196,181,73,"MidYR",0.0162
"63351",2015,"Test Fishery",196,181,68,"Teslin",1e-04
"63352",2015,"Test Fishery",196,181,69,"UpperYR",0.9835
"63353",2015,"Test Fishery",196,182,76,"NYR",0
"63354",2015,"Test Fishery",196,182,75,"White",0
"63355",2015,"Test Fishery",196,182,74,"Stew",0.0024
"63356",2015,"Test Fishery",196,182,72,"Pelly",0
"63357",2015,"Test Fishery",196,182,71,"Norden",0.0391
"63358",2015,"Test Fishery",196,182,73,"MidYR",0.9574
"63359",2015,"Test Fishery",196,182,68,"Teslin",0.0011
"63360",2015,"Test Fishery",196,182,69,"UpperYR",0
"63361",2015,"Test Fishery",196,183,76,"NYR",0
"63362",2015,"Test Fishery",196,183,75,"White",0.0022
"63363",2015,"Test Fishery",196,183,74,"Stew",0.0167
"63364",2015,"Test Fishery",196,183,72,"Pelly",0.9746
"63365",2015,"Test Fishery",196,183,71,"Norden",0
"63366",2015,"Test Fishery",196,183,73,"MidYR",0.0056
"63367",2015,"Test Fishery",196,183,68,"Teslin",8e-04
"63368",2015,"Test Fishery",196,183,69,"UpperYR",0
"63369",2015,"Test Fishery",196,184,76,"NYR",0
"63370",2015,"Test Fishery",196,184,75,"White",0
"63371",2015,"Test Fishery",196,184,74,"Stew",0.0022
"63372",2015,"Test Fishery",196,184,72,"Pelly",0.0593
"63373",2015,"Test Fishery",196,184,71,"Norden",0
"63374",2015,"Test Fishery",196,184,73,"MidYR",0.1421
"63375",2015,"Test Fishery",196,184,68,"Teslin",0.7964
"63376",2015,"Test Fishery",196,184,69,"UpperYR",0
"63377",2015,"Test Fishery",196,185,76,"NYR",5e-04
"63378",2015,"Test Fishery",196,185,75,"White",0
"63379",2015,"Test Fishery",196,185,74,"Stew",0.0098
"63380",2015,"Test Fishery",196,185,72,"Pelly",0.0657
"63381",2015,"Test Fishery",196,185,71,"Norden",0
"63382",2015,"Test Fishery",196,185,73,"MidYR",0.5983
"63383",2015,"Test Fishery",196,185,68,"Teslin",0.3252
"63384",2015,"Test Fishery",196,185,69,"UpperYR",0
"63385",2015,"Test Fishery",196,186,76,"NYR",0
"63386",2015,"Test Fishery",196,186,75,"White",0
"63387",2015,"Test Fishery",196,186,74,"Stew",0
"63388",2015,"Test Fishery",196,186,72,"Pelly",0
"63389",2015,"Test Fishery",196,186,71,"Norden",0
"63390",2015,"Test Fishery",196,186,73,"MidYR",0
"63391",2015,"Test Fishery",196,186,68,"Teslin",0
"63392",2015,"Test Fishery",196,186,69,"UpperYR",1
"63393",2015,"Test Fishery",196,187,76,"NYR",0
"63394",2015,"Test Fishery",196,187,75,"White",0
"63395",2015,"Test Fishery",196,187,74,"Stew",1e-04
"63396",2015,"Test Fishery",196,187,72,"Pelly",0
"63397",2015,"Test Fishery",196,187,71,"Norden",0
"63398",2015,"Test Fishery",196,187,73,"MidYR",0.0202
"63399",2015,"Test Fishery",196,187,68,"Teslin",0.9797
"63400",2015,"Test Fishery",196,187,69,"UpperYR",0
"63401",2015,"Test Fishery",196,188,76,"NYR",0
"63402",2015,"Test Fishery",196,188,75,"White",0
"63403",2015,"Test Fishery",196,188,74,"Stew",0
"63404",2015,"Test Fishery",196,188,72,"Pelly",0.002
"63405",2015,"Test Fishery",196,188,71,"Norden",0
"63406",2015,"Test Fishery",196,188,73,"MidYR",0.9977
"63407",2015,"Test Fishery",196,188,68,"Teslin",2e-04
"63408",2015,"Test Fishery",196,188,69,"UpperYR",1e-04
"63409",2015,"Test Fishery",196,189,76,"NYR",0.0011
"63410",2015,"Test Fishery",196,189,75,"White",0
"63411",2015,"Test Fishery",196,189,74,"Stew",0.7339
"63412",2015,"Test Fishery",196,189,72,"Pelly",0.2159
"63413",2015,"Test Fishery",196,189,71,"Norden",0
"63414",2015,"Test Fishery",196,189,73,"MidYR",0.0358
"63415",2015,"Test Fishery",196,189,68,"Teslin",0.0132
"63416",2015,"Test Fishery",196,189,69,"UpperYR",0
"63417",2015,"Test Fishery",196,190,76,"NYR",0
"63418",2015,"Test Fishery",196,190,75,"White",0.9973
"63419",2015,"Test Fishery",196,190,74,"Stew",0.001
"63420",2015,"Test Fishery",196,190,72,"Pelly",0
"63421",2015,"Test Fishery",196,190,71,"Norden",0
"63422",2015,"Test Fishery",196,190,73,"MidYR",8e-04
"63423",2015,"Test Fishery",196,190,68,"Teslin",9e-04
"63424",2015,"Test Fishery",196,190,69,"UpperYR",0
"63425",2015,"Test Fishery",196,191,76,"NYR",0.8476
"63426",2015,"Test Fishery",196,191,75,"White",0
"63427",2015,"Test Fishery",196,191,74,"Stew",0.0209
"63428",2015,"Test Fishery",196,191,72,"Pelly",0.0065
"63429",2015,"Test Fishery",196,191,71,"Norden",0
"63430",2015,"Test Fishery",196,191,73,"MidYR",0.1054
"63431",2015,"Test Fishery",196,191,68,"Teslin",0
"63432",2015,"Test Fishery",196,191,69,"UpperYR",0.0127
"63433",2015,"Test Fishery",196,192,76,"NYR",0
"63434",2015,"Test Fishery",196,192,75,"White",0.0017
"63435",2015,"Test Fishery",196,192,74,"Stew",0.0143
"63436",2015,"Test Fishery",196,192,72,"Pelly",0.013
"63437",2015,"Test Fishery",196,192,71,"Norden",0
"63438",2015,"Test Fishery",196,192,73,"MidYR",0.8541
"63439",2015,"Test Fishery",196,192,68,"Teslin",0.1159
"63440",2015,"Test Fishery",196,192,69,"UpperYR",0
"63441",2015,"Test Fishery",196,193,76,"NYR",1e-04
"63442",2015,"Test Fishery",196,193,75,"White",0.9967
"63443",2015,"Test Fishery",196,193,74,"Stew",0
"63444",2015,"Test Fishery",196,193,72,"Pelly",0.0021
"63445",2015,"Test Fishery",196,193,71,"Norden",0
"63446",2015,"Test Fishery",196,193,73,"MidYR",0.0011
"63447",2015,"Test Fishery",196,193,68,"Teslin",0
"63448",2015,"Test Fishery",196,193,69,"UpperYR",0
"63449",2015,"Test Fishery",196,194,76,"NYR",0
"63450",2015,"Test Fishery",196,194,75,"White",0.0012
"63451",2015,"Test Fishery",196,194,74,"Stew",0.0014
"63452",2015,"Test Fishery",196,194,72,"Pelly",0.0104
"63453",2015,"Test Fishery",196,194,71,"Norden",2e-04
"63454",2015,"Test Fishery",196,194,73,"MidYR",0.9867
"63455",2015,"Test Fishery",196,194,68,"Teslin",0
"63456",2015,"Test Fishery",196,194,69,"UpperYR",0
"63457",2015,"Test Fishery",196,195,76,"NYR",0
"63458",2015,"Test Fishery",196,195,75,"White",0
"63459",2015,"Test Fishery",196,195,74,"Stew",0.0202
"63460",2015,"Test Fishery",196,195,72,"Pelly",0.0983
"63461",2015,"Test Fishery",196,195,71,"Norden",0.0056
"63462",2015,"Test Fishery",196,195,73,"MidYR",0.7676
"63463",2015,"Test Fishery",196,195,68,"Teslin",0.1073
"63464",2015,"Test Fishery",196,195,69,"UpperYR",0
"63465",2015,"Test Fishery",196,196,76,"NYR",0
"63466",2015,"Test Fishery",196,196,75,"White",0
"63467",2015,"Test Fishery",196,196,74,"Stew",0.021
"63468",2015,"Test Fishery",196,196,72,"Pelly",0.1971
"63469",2015,"Test Fishery",196,196,71,"Norden",6e-04
"63470",2015,"Test Fishery",196,196,73,"MidYR",0.7807
"63471",2015,"Test Fishery",196,196,68,"Teslin",4e-04
"63472",2015,"Test Fishery",196,196,69,"UpperYR",0
"63473",2015,"Test Fishery",196,197,76,"NYR",0.0172
"63474",2015,"Test Fishery",196,197,75,"White",0
"63475",2015,"Test Fishery",196,197,74,"Stew",0.1822
"63476",2015,"Test Fishery",196,197,72,"Pelly",0.5904
"63477",2015,"Test Fishery",196,197,71,"Norden",0
"63478",2015,"Test Fishery",196,197,73,"MidYR",0.1501
"63479",2015,"Test Fishery",196,197,68,"Teslin",0
"63480",2015,"Test Fishery",196,197,69,"UpperYR",0.0593
"63481",2015,"Test Fishery",196,198,76,"NYR",1e-04
"63482",2015,"Test Fishery",196,198,75,"White",0
"63483",2015,"Test Fishery",196,198,74,"Stew",0.3946
"63484",2015,"Test Fishery",196,198,72,"Pelly",1e-04
"63485",2015,"Test Fishery",196,198,71,"Norden",0
"63486",2015,"Test Fishery",196,198,73,"MidYR",0.3782
"63487",2015,"Test Fishery",196,198,68,"Teslin",0.227
"63488",2015,"Test Fishery",196,198,69,"UpperYR",0
"63489",2015,"Test Fishery",197,199,76,"NYR",0.9685
"63490",2015,"Test Fishery",197,199,75,"White",0
"63491",2015,"Test Fishery",197,199,74,"Stew",0.0044
"63492",2015,"Test Fishery",197,199,72,"Pelly",0
"63493",2015,"Test Fishery",197,199,71,"Norden",6e-04
"63494",2015,"Test Fishery",197,199,73,"MidYR",0.0144
"63495",2015,"Test Fishery",197,199,68,"Teslin",0.0121
"63496",2015,"Test Fishery",197,199,69,"UpperYR",0
"63497",2015,"Test Fishery",197,200,76,"NYR",0.0062
"63498",2015,"Test Fishery",197,200,75,"White",0.4901
"63499",2015,"Test Fishery",197,200,74,"Stew",0.1148
"63500",2015,"Test Fishery",197,200,72,"Pelly",0.2454
"63501",2015,"Test Fishery",197,200,71,"Norden",0
"63502",2015,"Test Fishery",197,200,73,"MidYR",0.1424
"63503",2015,"Test Fishery",197,200,68,"Teslin",0
"63504",2015,"Test Fishery",197,200,69,"UpperYR",0
"63505",2015,"Test Fishery",197,201,76,"NYR",0
"63506",2015,"Test Fishery",197,201,75,"White",4e-04
"63507",2015,"Test Fishery",197,201,74,"Stew",0.0028
"63508",2015,"Test Fishery",197,201,72,"Pelly",0.2324
"63509",2015,"Test Fishery",197,201,71,"Norden",0
"63510",2015,"Test Fishery",197,201,73,"MidYR",0.7618
"63511",2015,"Test Fishery",197,201,68,"Teslin",0.0026
"63512",2015,"Test Fishery",197,201,69,"UpperYR",0
"63513",2015,"Test Fishery",197,202,76,"NYR",0.7828
"63514",2015,"Test Fishery",197,202,75,"White",0
"63515",2015,"Test Fishery",197,202,74,"Stew",0.0836
"63516",2015,"Test Fishery",197,202,72,"Pelly",0.0336
"63517",2015,"Test Fishery",197,202,71,"Norden",0
"63518",2015,"Test Fishery",197,202,73,"MidYR",0.0968
"63519",2015,"Test Fishery",197,202,68,"Teslin",0.0014
"63520",2015,"Test Fishery",197,202,69,"UpperYR",0
"63521",2015,"Test Fishery",197,203,76,"NYR",0
"63522",2015,"Test Fishery",197,203,75,"White",0.0057
"63523",2015,"Test Fishery",197,203,74,"Stew",0.032
"63524",2015,"Test Fishery",197,203,72,"Pelly",0.0408
"63525",2015,"Test Fishery",197,203,71,"Norden",0
"63526",2015,"Test Fishery",197,203,73,"MidYR",0.9212
"63527",2015,"Test Fishery",197,203,68,"Teslin",0
"63528",2015,"Test Fishery",197,203,69,"UpperYR",3e-04
"63529",2015,"Test Fishery",197,204,76,"NYR",0
"63530",2015,"Test Fishery",197,204,75,"White",0
"63531",2015,"Test Fishery",197,204,74,"Stew",1e-04
"63532",2015,"Test Fishery",197,204,72,"Pelly",0
"63533",2015,"Test Fishery",197,204,71,"Norden",0.9611
"63534",2015,"Test Fishery",197,204,73,"MidYR",0.0362
"63535",2015,"Test Fishery",197,204,68,"Teslin",0.0026
"63536",2015,"Test Fishery",197,204,69,"UpperYR",0
"63537",2015,"Test Fishery",197,205,76,"NYR",0
"63538",2015,"Test Fishery",197,205,75,"White",3e-04
"63539",2015,"Test Fishery",197,205,74,"Stew",0.066
"63540",2015,"Test Fishery",197,205,72,"Pelly",0.6266
"63541",2015,"Test Fishery",197,205,71,"Norden",0
"63542",2015,"Test Fishery",197,205,73,"MidYR",0.3007
"63543",2015,"Test Fishery",197,205,68,"Teslin",0.0061
"63544",2015,"Test Fishery",197,205,69,"UpperYR",0
"63545",2015,"Test Fishery",197,206,76,"NYR",0
"63546",2015,"Test Fishery",197,206,75,"White",0
"63547",2015,"Test Fishery",197,206,74,"Stew",0.0139
"63548",2015,"Test Fishery",197,206,72,"Pelly",0.9822
"63549",2015,"Test Fishery",197,206,71,"Norden",0
"63550",2015,"Test Fishery",197,206,73,"MidYR",0.0039
"63551",2015,"Test Fishery",197,206,68,"Teslin",0
"63552",2015,"Test Fishery",197,206,69,"UpperYR",0
"63553",2015,"Test Fishery",197,207,76,"NYR",0.0016
"63554",2015,"Test Fishery",197,207,75,"White",0
"63555",2015,"Test Fishery",197,207,74,"Stew",0.1285
"63556",2015,"Test Fishery",197,207,72,"Pelly",0.3579
"63557",2015,"Test Fishery",197,207,71,"Norden",0
"63558",2015,"Test Fishery",197,207,73,"MidYR",0.2557
"63559",2015,"Test Fishery",197,207,68,"Teslin",0.2551
"63560",2015,"Test Fishery",197,207,69,"UpperYR",0
"63561",2015,"Test Fishery",197,208,76,"NYR",0
"63562",2015,"Test Fishery",197,208,75,"White",0
"63563",2015,"Test Fishery",197,208,74,"Stew",0.0018
"63564",2015,"Test Fishery",197,208,72,"Pelly",0.0065
"63565",2015,"Test Fishery",197,208,71,"Norden",0.4169
"63566",2015,"Test Fishery",197,208,73,"MidYR",0.5747
"63567",2015,"Test Fishery",197,208,68,"Teslin",1e-04
"63568",2015,"Test Fishery",197,208,69,"UpperYR",0
"63569",2015,"Test Fishery",197,209,76,"NYR",0
"63570",2015,"Test Fishery",197,209,75,"White",0
"63571",2015,"Test Fishery",197,209,74,"Stew",0.0937
"63572",2015,"Test Fishery",197,209,72,"Pelly",0.9019
"63573",2015,"Test Fishery",197,209,71,"Norden",0
"63574",2015,"Test Fishery",197,209,73,"MidYR",0.0043
"63575",2015,"Test Fishery",197,209,68,"Teslin",1e-04
"63576",2015,"Test Fishery",197,209,69,"UpperYR",0
"63577",2015,"Test Fishery",197,210,76,"NYR",0.9674
"63578",2015,"Test Fishery",197,210,75,"White",1e-04
"63579",2015,"Test Fishery",197,210,74,"Stew",0.0014
"63580",2015,"Test Fishery",197,210,72,"Pelly",0
"63581",2015,"Test Fishery",197,210,71,"Norden",0
"63582",2015,"Test Fishery",197,210,73,"MidYR",0.0311
"63583",2015,"Test Fishery",197,210,68,"Teslin",0
"63584",2015,"Test Fishery",197,210,69,"UpperYR",0
"63585",2015,"Test Fishery",197,211,76,"NYR",0
"63586",2015,"Test Fishery",197,211,75,"White",4e-04
"63587",2015,"Test Fishery",197,211,74,"Stew",0.0024
"63588",2015,"Test Fishery",197,211,72,"Pelly",0.0306
"63589",2015,"Test Fishery",197,211,71,"Norden",0
"63590",2015,"Test Fishery",197,211,73,"MidYR",0.9666
"63591",2015,"Test Fishery",197,211,68,"Teslin",0
"63592",2015,"Test Fishery",197,211,69,"UpperYR",0
"63593",2015,"Test Fishery",197,212,76,"NYR",1
"63594",2015,"Test Fishery",197,212,75,"White",0
"63595",2015,"Test Fishery",197,212,74,"Stew",0
"63596",2015,"Test Fishery",197,212,72,"Pelly",0
"63597",2015,"Test Fishery",197,212,71,"Norden",0
"63598",2015,"Test Fishery",197,212,73,"MidYR",0
"63599",2015,"Test Fishery",197,212,68,"Teslin",0
"63600",2015,"Test Fishery",197,212,69,"UpperYR",0
"63601",2015,"Test Fishery",197,213,76,"NYR",0.1668
"63602",2015,"Test Fishery",197,213,75,"White",0
"63603",2015,"Test Fishery",197,213,74,"Stew",0.2241
"63604",2015,"Test Fishery",197,213,72,"Pelly",0.0441
"63605",2015,"Test Fishery",197,213,71,"Norden",3e-04
"63606",2015,"Test Fishery",197,213,73,"MidYR",0.5643
"63607",2015,"Test Fishery",197,213,68,"Teslin",0
"63608",2015,"Test Fishery",197,213,69,"UpperYR",0
"63609",2015,"Test Fishery",197,214,76,"NYR",0.032
"63610",2015,"Test Fishery",197,214,75,"White",0.0396
"63611",2015,"Test Fishery",197,214,74,"Stew",0.7779
"63612",2015,"Test Fishery",197,214,72,"Pelly",0.1126
"63613",2015,"Test Fishery",197,214,71,"Norden",0
"63614",2015,"Test Fishery",197,214,73,"MidYR",0.0224
"63615",2015,"Test Fishery",197,214,68,"Teslin",0
"63616",2015,"Test Fishery",197,214,69,"UpperYR",0
"63617",2015,"Test Fishery",197,215,76,"NYR",0
"63618",2015,"Test Fishery",197,215,75,"White",0.3203
"63619",2015,"Test Fishery",197,215,74,"Stew",0.0616
"63620",2015,"Test Fishery",197,215,72,"Pelly",0.4032
"63621",2015,"Test Fishery",197,215,71,"Norden",0.0222
"63622",2015,"Test Fishery",197,215,73,"MidYR",0.1773
"63623",2015,"Test Fishery",197,215,68,"Teslin",0
"63624",2015,"Test Fishery",197,215,69,"UpperYR",0
"63625",2015,"Test Fishery",197,216,76,"NYR",0.0426
"63626",2015,"Test Fishery",197,216,75,"White",0.0151
"63627",2015,"Test Fishery",197,216,74,"Stew",0.1252
"63628",2015,"Test Fishery",197,216,72,"Pelly",0.4883
"63629",2015,"Test Fishery",197,216,71,"Norden",0
"63630",2015,"Test Fishery",197,216,73,"MidYR",0.3146
"63631",2015,"Test Fishery",197,216,68,"Teslin",0
"63632",2015,"Test Fishery",197,216,69,"UpperYR",0
"63633",2015,"Test Fishery",197,217,76,"NYR",0
"63634",2015,"Test Fishery",197,217,75,"White",0
"63635",2015,"Test Fishery",197,217,74,"Stew",0.0689
"63636",2015,"Test Fishery",197,217,72,"Pelly",0.0307
"63637",2015,"Test Fishery",197,217,71,"Norden",0
"63638",2015,"Test Fishery",197,217,73,"MidYR",0.2639
"63639",2015,"Test Fishery",197,217,68,"Teslin",0.6351
"63640",2015,"Test Fishery",197,217,69,"UpperYR",0.0014
"63641",2015,"Test Fishery",197,218,76,"NYR",7e-04
"63642",2015,"Test Fishery",197,218,75,"White",0.0554
"63643",2015,"Test Fishery",197,218,74,"Stew",0.0033
"63644",2015,"Test Fishery",197,218,72,"Pelly",0.929
"63645",2015,"Test Fishery",197,218,71,"Norden",0
"63646",2015,"Test Fishery",197,218,73,"MidYR",0.0105
"63647",2015,"Test Fishery",197,218,68,"Teslin",0
"63648",2015,"Test Fishery",197,218,69,"UpperYR",0
"63649",2015,"Test Fishery",197,219,76,"NYR",0
"63650",2015,"Test Fishery",197,219,75,"White",0
"63651",2015,"Test Fishery",197,219,74,"Stew",0.0034
"63652",2015,"Test Fishery",197,219,72,"Pelly",0.9962
"63653",2015,"Test Fishery",197,219,71,"Norden",0
"63654",2015,"Test Fishery",197,219,73,"MidYR",0
"63655",2015,"Test Fishery",197,219,68,"Teslin",4e-04
"63656",2015,"Test Fishery",197,219,69,"UpperYR",0
"63657",2015,"Test Fishery",197,220,76,"NYR",0
"63658",2015,"Test Fishery",197,220,75,"White",0.9741
"63659",2015,"Test Fishery",197,220,74,"Stew",8e-04
"63660",2015,"Test Fishery",197,220,72,"Pelly",0.0229
"63661",2015,"Test Fishery",197,220,71,"Norden",0
"63662",2015,"Test Fishery",197,220,73,"MidYR",0.0022
"63663",2015,"Test Fishery",197,220,68,"Teslin",0
"63664",2015,"Test Fishery",197,220,69,"UpperYR",0
"63665",2015,"Test Fishery",197,221,76,"NYR",0
"63666",2015,"Test Fishery",197,221,75,"White",0.0013
"63667",2015,"Test Fishery",197,221,74,"Stew",0
"63668",2015,"Test Fishery",197,221,72,"Pelly",0.0012
"63669",2015,"Test Fishery",197,221,71,"Norden",0.0079
"63670",2015,"Test Fishery",197,221,73,"MidYR",0.0729
"63671",2015,"Test Fishery",197,221,68,"Teslin",0.9164
"63672",2015,"Test Fishery",197,221,69,"UpperYR",0
"63673",2015,"Test Fishery",197,222,76,"NYR",0
"63674",2015,"Test Fishery",197,222,75,"White",0
"63675",2015,"Test Fishery",197,222,74,"Stew",2e-04
"63676",2015,"Test Fishery",197,222,72,"Pelly",0.8993
"63677",2015,"Test Fishery",197,222,71,"Norden",0
"63678",2015,"Test Fishery",197,222,73,"MidYR",0.1005
"63679",2015,"Test Fishery",197,222,68,"Teslin",0
"63680",2015,"Test Fishery",197,222,69,"UpperYR",0
"63681",2015,"Test Fishery",197,223,76,"NYR",0
"63682",2015,"Test Fishery",197,223,75,"White",1e-04
"63683",2015,"Test Fishery",197,223,74,"Stew",0
"63684",2015,"Test Fishery",197,223,72,"Pelly",0.7641
"63685",2015,"Test Fishery",197,223,71,"Norden",0
"63686",2015,"Test Fishery",197,223,73,"MidYR",0.2356
"63687",2015,"Test Fishery",197,223,68,"Teslin",2e-04
"63688",2015,"Test Fishery",197,223,69,"UpperYR",0
"63689",2015,"Test Fishery",197,224,76,"NYR",0.9999
"63690",2015,"Test Fishery",197,224,75,"White",0
"63691",2015,"Test Fishery",197,224,74,"Stew",0
"63692",2015,"Test Fishery",197,224,72,"Pelly",0
"63693",2015,"Test Fishery",197,224,71,"Norden",0
"63694",2015,"Test Fishery",197,224,73,"MidYR",1e-04
"63695",2015,"Test Fishery",197,224,68,"Teslin",0
"63696",2015,"Test Fishery",197,224,69,"UpperYR",0
"63697",2015,"Test Fishery",197,225,76,"NYR",0
"63698",2015,"Test Fishery",197,225,75,"White",0.0059
"63699",2015,"Test Fishery",197,225,74,"Stew",0.1275
"63700",2015,"Test Fishery",197,225,72,"Pelly",0.8612
"63701",2015,"Test Fishery",197,225,71,"Norden",0.001
"63702",2015,"Test Fishery",197,225,73,"MidYR",0.0039
"63703",2015,"Test Fishery",197,225,68,"Teslin",0
"63704",2015,"Test Fishery",197,225,69,"UpperYR",0
"63705",2015,"Test Fishery",197,226,76,"NYR",2e-04
"63706",2015,"Test Fishery",197,226,75,"White",0.0065
"63707",2015,"Test Fishery",197,226,74,"Stew",0.7242
"63708",2015,"Test Fishery",197,226,72,"Pelly",0.1575
"63709",2015,"Test Fishery",197,226,71,"Norden",0
"63710",2015,"Test Fishery",197,226,73,"MidYR",0.1114
"63711",2015,"Test Fishery",197,226,68,"Teslin",0
"63712",2015,"Test Fishery",197,226,69,"UpperYR",0
"63713",2015,"Test Fishery",197,227,76,"NYR",0.0027
"63714",2015,"Test Fishery",197,227,75,"White",0
"63715",2015,"Test Fishery",197,227,74,"Stew",0.0017
"63716",2015,"Test Fishery",197,227,72,"Pelly",0.8678
"63717",2015,"Test Fishery",197,227,71,"Norden",0
"63718",2015,"Test Fishery",197,227,73,"MidYR",0.1278
"63719",2015,"Test Fishery",197,227,68,"Teslin",0
"63720",2015,"Test Fishery",197,227,69,"UpperYR",0
"63721",2015,"Test Fishery",197,228,76,"NYR",0
"63722",2015,"Test Fishery",197,228,75,"White",6e-04
"63723",2015,"Test Fishery",197,228,74,"Stew",0.0275
"63724",2015,"Test Fishery",197,228,72,"Pelly",0.0628
"63725",2015,"Test Fishery",197,228,71,"Norden",0
"63726",2015,"Test Fishery",197,228,73,"MidYR",0.9085
"63727",2015,"Test Fishery",197,228,68,"Teslin",4e-04
"63728",2015,"Test Fishery",197,228,69,"UpperYR",0
"63729",2015,"Test Fishery",197,229,76,"NYR",0
"63730",2015,"Test Fishery",197,229,75,"White",0
"63731",2015,"Test Fishery",197,229,74,"Stew",6e-04
"63732",2015,"Test Fishery",197,229,72,"Pelly",4e-04
"63733",2015,"Test Fishery",197,229,71,"Norden",0
"63734",2015,"Test Fishery",197,229,73,"MidYR",0.7912
"63735",2015,"Test Fishery",197,229,68,"Teslin",0.2078
"63736",2015,"Test Fishery",197,229,69,"UpperYR",0
"63737",2015,"Test Fishery",197,230,76,"NYR",0.0064
"63738",2015,"Test Fishery",197,230,75,"White",0.0079
"63739",2015,"Test Fishery",197,230,74,"Stew",0.0121
"63740",2015,"Test Fishery",197,230,72,"Pelly",0.8515
"63741",2015,"Test Fishery",197,230,71,"Norden",0
"63742",2015,"Test Fishery",197,230,73,"MidYR",0.1177
"63743",2015,"Test Fishery",197,230,68,"Teslin",0
"63744",2015,"Test Fishery",197,230,69,"UpperYR",0
"63745",2015,"Test Fishery",197,231,76,"NYR",0
"63746",2015,"Test Fishery",197,231,75,"White",0.0599
"63747",2015,"Test Fishery",197,231,74,"Stew",0.1275
"63748",2015,"Test Fishery",197,231,72,"Pelly",0.1315
"63749",2015,"Test Fishery",197,231,71,"Norden",0
"63750",2015,"Test Fishery",197,231,73,"MidYR",0.6597
"63751",2015,"Test Fishery",197,231,68,"Teslin",0.0213
"63752",2015,"Test Fishery",197,231,69,"UpperYR",0
"63753",2015,"Test Fishery",197,232,76,"NYR",0.0012
"63754",2015,"Test Fishery",197,232,75,"White",0.9923
"63755",2015,"Test Fishery",197,232,74,"Stew",0.001
"63756",2015,"Test Fishery",197,232,72,"Pelly",0.0017
"63757",2015,"Test Fishery",197,232,71,"Norden",0
"63758",2015,"Test Fishery",197,232,73,"MidYR",0.0037
