year,gear,julian,fish,CU_no,CU,prob
1997,Fish Wheel,202,213,74,Stew,0.0031
1997,Fish Wheel,202,213,72,Pelly,0.7289
1997,Fish Wheel,202,213,71,Norden,0
1997,Fish Wheel,202,213,73,MidYR,0.2348
1997,Fish Wheel,202,213,68,Teslin,0.0255
1997,Fish Wheel,202,213,69,UpperYR,0
1997,Fish Wheel,202,250,76,NYR,0.0084
1997,Fish Wheel,202,250,75,White,0
1997,Fish Wheel,202,250,74,Stew,0.0103
1997,Fish Wheel,202,250,72,Pelly,0
1997,Fish Wheel,202,250,71,Norden,0
1997,Fish Wheel,202,250,73,MidYR,0.9073
1997,Fish Wheel,202,250,68,Teslin,0.0454
1997,Fish Wheel,202,250,69,UpperYR,0.0266
1997,Fish Wheel,203,1,76,NYR,0
1997,Fish Wheel,203,1,75,White,0.0074
1997,Fish Wheel,203,1,74,Stew,3e-04
1997,Fish Wheel,203,1,72,Pelly,0.002
1997,Fish Wheel,203,1,71,Norden,0
1997,Fish Wheel,203,1,73,MidYR,0.9893
1997,Fish Wheel,203,1,68,Teslin,7e-04
1997,Fish Wheel,203,1,69,UpperYR,0
1997,Fish Wheel,203,2,76,NYR,0
1997,Fish Wheel,203,2,75,White,0.1468
1997,Fish Wheel,203,2,74,Stew,0.0189
1997,Fish Wheel,203,2,72,Pelly,0.1364
1997,Fish Wheel,203,2,71,Norden,0
1997,Fish Wheel,203,2,73,MidYR,0.6977
1997,Fish Wheel,203,2,68,Teslin,2e-04
1997,Fish Wheel,203,2,69,UpperYR,0
1997,Fish Wheel,203,3,76,NYR,0
1997,Fish Wheel,203,3,75,White,1e-04
1997,Fish Wheel,203,3,74,Stew,0
1997,Fish Wheel,203,3,72,Pelly,0.0386
1997,Fish Wheel,203,3,71,Norden,0
1997,Fish Wheel,203,3,73,MidYR,0.9445
1997,Fish Wheel,203,3,68,Teslin,0.0168
1997,Fish Wheel,203,3,69,UpperYR,0
1997,Fish Wheel,203,4,76,NYR,0.0044
1997,Fish Wheel,203,4,75,White,0
1997,Fish Wheel,203,4,74,Stew,9e-04
1997,Fish Wheel,203,4,72,Pelly,0.0754
1997,Fish Wheel,203,4,71,Norden,0
1997,Fish Wheel,203,4,73,MidYR,0.9174
1997,Fish Wheel,203,4,68,Teslin,0.0018
1997,Fish Wheel,203,4,69,UpperYR,0
1997,Fish Wheel,203,5,76,NYR,0
1997,Fish Wheel,203,5,75,White,0.9964
1997,Fish Wheel,203,5,74,Stew,2e-04
1997,Fish Wheel,203,5,72,Pelly,3e-04
1997,Fish Wheel,203,5,71,Norden,0
1997,Fish Wheel,203,5,73,MidYR,0.002
1997,Fish Wheel,203,5,68,Teslin,0.0011
1997,Fish Wheel,203,5,69,UpperYR,0
1997,Fish Wheel,203,6,76,NYR,0
1997,Fish Wheel,203,6,75,White,0.4151
1997,Fish Wheel,203,6,74,Stew,0.0148
1997,Fish Wheel,203,6,72,Pelly,0.3854
1997,Fish Wheel,203,6,71,Norden,0.0046
1997,Fish Wheel,203,6,73,MidYR,0.1773
1997,Fish Wheel,203,6,68,Teslin,0
1997,Fish Wheel,203,6,69,UpperYR,0
1997,Fish Wheel,203,199,76,NYR,0
1997,Fish Wheel,203,199,75,White,0
1997,Fish Wheel,203,199,74,Stew,0
1997,Fish Wheel,203,199,72,Pelly,0
1997,Fish Wheel,203,199,71,Norden,0
1997,Fish Wheel,203,199,73,MidYR,0.9991
1997,Fish Wheel,203,199,68,Teslin,9e-04
1997,Fish Wheel,203,199,69,UpperYR,0
1997,Fish Wheel,203,219,76,NYR,0.0029
1997,Fish Wheel,203,219,75,White,0
1997,Fish Wheel,203,219,74,Stew,0.8796
1997,Fish Wheel,203,219,72,Pelly,0.057
1997,Fish Wheel,203,219,71,Norden,0
1997,Fish Wheel,203,219,73,MidYR,0.0534
1997,Fish Wheel,203,219,68,Teslin,0.0071
1997,Fish Wheel,203,219,69,UpperYR,0
1997,Fish Wheel,203,246,76,NYR,0
1997,Fish Wheel,203,246,75,White,0
1997,Fish Wheel,203,246,74,Stew,2e-04
1997,Fish Wheel,203,246,72,Pelly,6e-04
1997,Fish Wheel,203,246,71,Norden,0
1997,Fish Wheel,203,246,73,MidYR,0.9786
1997,Fish Wheel,203,246,68,Teslin,0.0206
1997,Fish Wheel,203,246,69,UpperYR,0
1997,Fish Wheel,203,267,76,NYR,0
1997,Fish Wheel,203,267,75,White,0.0163
1997,Fish Wheel,203,267,74,Stew,0.0278
1997,Fish Wheel,203,267,72,Pelly,0.4775
1997,Fish Wheel,203,267,71,Norden,0
1997,Fish Wheel,203,267,73,MidYR,0.4385
1997,Fish Wheel,203,267,68,Teslin,0.0356
1997,Fish Wheel,203,267,69,UpperYR,0
1997,Fish Wheel,204,159,76,NYR,2e-04
1997,Fish Wheel,204,159,75,White,0.0012
1997,Fish Wheel,204,159,74,Stew,7e-04
1997,Fish Wheel,204,159,72,Pelly,5e-04
1997,Fish Wheel,204,159,71,Norden,0
1997,Fish Wheel,204,159,73,MidYR,0.9974
1997,Fish Wheel,204,159,68,Teslin,0
1997,Fish Wheel,204,159,69,UpperYR,0
1997,Fish Wheel,204,195,76,NYR,1e-04
1997,Fish Wheel,204,195,75,White,0
1997,Fish Wheel,204,195,74,Stew,0.049
1997,Fish Wheel,204,195,72,Pelly,5e-04
1997,Fish Wheel,204,195,71,Norden,0
1997,Fish Wheel,204,195,73,MidYR,0.9498
1997,Fish Wheel,204,195,68,Teslin,5e-04
1997,Fish Wheel,204,195,69,UpperYR,0
1997,Fish Wheel,204,214,76,NYR,0
1997,Fish Wheel,204,214,75,White,0.1
1997,Fish Wheel,204,214,74,Stew,0.0312
1997,Fish Wheel,204,214,72,Pelly,0.4653
1997,Fish Wheel,204,214,71,Norden,0
1997,Fish Wheel,204,214,73,MidYR,0.3907
1997,Fish Wheel,204,214,68,Teslin,0.0106
1997,Fish Wheel,204,214,69,UpperYR,0
1997,Fish Wheel,204,260,76,NYR,0
1997,Fish Wheel,204,260,75,White,0.0335
1997,Fish Wheel,204,260,74,Stew,0.0233
1997,Fish Wheel,204,260,72,Pelly,0.93
1997,Fish Wheel,204,260,71,Norden,0
1997,Fish Wheel,204,260,73,MidYR,0.013
1997,Fish Wheel,204,260,68,Teslin,2e-04
1997,Fish Wheel,204,260,69,UpperYR,0
1997,Fish Wheel,205,7,76,NYR,0
1997,Fish Wheel,205,7,75,White,0
1997,Fish Wheel,205,7,74,Stew,9e-04
1997,Fish Wheel,205,7,72,Pelly,0.0055
1997,Fish Wheel,205,7,71,Norden,0
1997,Fish Wheel,205,7,73,MidYR,0.472
1997,Fish Wheel,205,7,68,Teslin,0.5197
1997,Fish Wheel,205,7,69,UpperYR,0.0017
1997,Fish Wheel,205,8,76,NYR,0.9999
1997,Fish Wheel,205,8,75,White,0
1997,Fish Wheel,205,8,74,Stew,0
1997,Fish Wheel,205,8,72,Pelly,0
1997,Fish Wheel,205,8,71,Norden,0
1997,Fish Wheel,205,8,73,MidYR,0
1997,Fish Wheel,205,8,68,Teslin,1e-04
1997,Fish Wheel,205,8,69,UpperYR,0
1997,Fish Wheel,205,9,76,NYR,0
1997,Fish Wheel,205,9,75,White,0
1997,Fish Wheel,205,9,74,Stew,0.0078
1997,Fish Wheel,205,9,72,Pelly,6e-04
1997,Fish Wheel,205,9,71,Norden,0.1598
1997,Fish Wheel,205,9,73,MidYR,0.818
1997,Fish Wheel,205,9,68,Teslin,0.0136
1997,Fish Wheel,205,9,69,UpperYR,0
1997,Fish Wheel,205,10,76,NYR,0
1997,Fish Wheel,205,10,75,White,0
1997,Fish Wheel,205,10,74,Stew,0
1997,Fish Wheel,205,10,72,Pelly,0.0014
1997,Fish Wheel,205,10,71,Norden,0
1997,Fish Wheel,205,10,73,MidYR,0.0502
1997,Fish Wheel,205,10,68,Teslin,0.9484
1997,Fish Wheel,205,10,69,UpperYR,0
1997,Fish Wheel,205,152,76,NYR,0
1997,Fish Wheel,205,152,75,White,0.0059
1997,Fish Wheel,205,152,74,Stew,0.0203
1997,Fish Wheel,205,152,72,Pelly,0.1317
1997,Fish Wheel,205,152,71,Norden,0
1997,Fish Wheel,205,152,73,MidYR,0.4722
1997,Fish Wheel,205,152,68,Teslin,0.3699
1997,Fish Wheel,205,152,69,UpperYR,0
1997,Fish Wheel,205,184,76,NYR,0.9806
1997,Fish Wheel,205,184,75,White,0
1997,Fish Wheel,205,184,74,Stew,0.018
1997,Fish Wheel,205,184,72,Pelly,8e-04
1997,Fish Wheel,205,184,71,Norden,0
1997,Fish Wheel,205,184,73,MidYR,0
1997,Fish Wheel,205,184,68,Teslin,6e-04
1997,Fish Wheel,205,184,69,UpperYR,0
1997,Fish Wheel,205,187,76,NYR,0
1997,Fish Wheel,205,187,75,White,0.3823
1997,Fish Wheel,205,187,74,Stew,0.077
1997,Fish Wheel,205,187,72,Pelly,0.4782
1997,Fish Wheel,205,187,71,Norden,0
1997,Fish Wheel,205,187,73,MidYR,0.0456
1997,Fish Wheel,205,187,68,Teslin,0.0164
1997,Fish Wheel,205,187,69,UpperYR,0
1997,Fish Wheel,205,197,76,NYR,0
1997,Fish Wheel,205,197,75,White,2e-04
1997,Fish Wheel,205,197,74,Stew,0
1997,Fish Wheel,205,197,72,Pelly,0
1997,Fish Wheel,205,197,71,Norden,0
1997,Fish Wheel,205,197,73,MidYR,5e-04
1997,Fish Wheel,205,197,68,Teslin,0
1997,Fish Wheel,205,197,69,UpperYR,0.9993
1997,Fish Wheel,205,200,76,NYR,0.0057
1997,Fish Wheel,205,200,75,White,0.0679
1997,Fish Wheel,205,200,74,Stew,0.3836
1997,Fish Wheel,205,200,72,Pelly,0.4116
1997,Fish Wheel,205,200,71,Norden,0
1997,Fish Wheel,205,200,73,MidYR,0.1304
1997,Fish Wheel,205,200,68,Teslin,0
1997,Fish Wheel,205,200,69,UpperYR,0
1997,Fish Wheel,205,207,76,NYR,0
1997,Fish Wheel,205,207,75,White,0
1997,Fish Wheel,205,207,74,Stew,0.018
1997,Fish Wheel,205,207,72,Pelly,0
1997,Fish Wheel,205,207,71,Norden,0.4682
1997,Fish Wheel,205,207,73,MidYR,0.4919
1997,Fish Wheel,205,207,68,Teslin,0.0029
1997,Fish Wheel,205,207,69,UpperYR,0.0156
1997,Fish Wheel,206,11,76,NYR,0
1997,Fish Wheel,206,11,75,White,2e-04
1997,Fish Wheel,206,11,74,Stew,0.0054
1997,Fish Wheel,206,11,72,Pelly,0.0022
1997,Fish Wheel,206,11,71,Norden,0
1997,Fish Wheel,206,11,73,MidYR,0.0194
1997,Fish Wheel,206,11,68,Teslin,0.9727
1997,Fish Wheel,206,11,69,UpperYR,0
1997,Fish Wheel,206,12,76,NYR,0
1997,Fish Wheel,206,12,75,White,0
1997,Fish Wheel,206,12,74,Stew,0.001
1997,Fish Wheel,206,12,72,Pelly,0
1997,Fish Wheel,206,12,71,Norden,0
1997,Fish Wheel,206,12,73,MidYR,0.997
1997,Fish Wheel,206,12,68,Teslin,0
1997,Fish Wheel,206,12,69,UpperYR,0.002
1997,Fish Wheel,206,13,76,NYR,0
1997,Fish Wheel,206,13,75,White,0.2398
1997,Fish Wheel,206,13,74,Stew,0.0122
1997,Fish Wheel,206,13,72,Pelly,0.7297
1997,Fish Wheel,206,13,71,Norden,0
1997,Fish Wheel,206,13,73,MidYR,0.0141
1997,Fish Wheel,206,13,68,Teslin,0.0031
1997,Fish Wheel,206,13,69,UpperYR,0
1997,Fish Wheel,206,14,76,NYR,0
1997,Fish Wheel,206,14,75,White,0.0813
1997,Fish Wheel,206,14,74,Stew,0.0029
1997,Fish Wheel,206,14,72,Pelly,0.8435
1997,Fish Wheel,206,14,71,Norden,0
1997,Fish Wheel,206,14,73,MidYR,0.0677
1997,Fish Wheel,206,14,68,Teslin,0.0027
1997,Fish Wheel,206,14,69,UpperYR,0
1997,Fish Wheel,206,15,76,NYR,0
1997,Fish Wheel,206,15,75,White,0
1997,Fish Wheel,206,15,74,Stew,0.9939
1997,Fish Wheel,206,15,72,Pelly,0.005
1997,Fish Wheel,206,15,71,Norden,0
1997,Fish Wheel,206,15,73,MidYR,8e-04
1997,Fish Wheel,206,15,68,Teslin,3e-04
1997,Fish Wheel,206,15,69,UpperYR,0
1997,Fish Wheel,206,16,76,NYR,0
1997,Fish Wheel,206,16,75,White,0
1997,Fish Wheel,206,16,74,Stew,0.0039
1997,Fish Wheel,206,16,72,Pelly,0.0022
1997,Fish Wheel,206,16,71,Norden,0
1997,Fish Wheel,206,16,73,MidYR,0.9924
1997,Fish Wheel,206,16,68,Teslin,8e-04
1997,Fish Wheel,206,16,69,UpperYR,5e-04
1997,Fish Wheel,206,17,76,NYR,0
1997,Fish Wheel,206,17,75,White,0
1997,Fish Wheel,206,17,74,Stew,0.0291
1997,Fish Wheel,206,17,72,Pelly,0.0026
1997,Fish Wheel,206,17,71,Norden,0
1997,Fish Wheel,206,17,73,MidYR,0.7789
1997,Fish Wheel,206,17,68,Teslin,0.0133
1997,Fish Wheel,206,17,69,UpperYR,0.1751
1997,Fish Wheel,206,36,76,NYR,0.0033
1997,Fish Wheel,206,36,75,White,0
1997,Fish Wheel,206,36,74,Stew,0.0448
1997,Fish Wheel,206,36,72,Pelly,0.3757
1997,Fish Wheel,206,36,71,Norden,0
1997,Fish Wheel,206,36,73,MidYR,0.5701
1997,Fish Wheel,206,36,68,Teslin,0.0049
1997,Fish Wheel,206,36,69,UpperYR,0
1997,Fish Wheel,206,37,76,NYR,0
1997,Fish Wheel,206,37,75,White,0
1997,Fish Wheel,206,37,74,Stew,4e-04
1997,Fish Wheel,206,37,72,Pelly,0.0338
1997,Fish Wheel,206,37,71,Norden,1e-04
1997,Fish Wheel,206,37,73,MidYR,0.9651
1997,Fish Wheel,206,37,68,Teslin,6e-04
1997,Fish Wheel,206,37,69,UpperYR,0
1997,Fish Wheel,206,38,76,NYR,0
1997,Fish Wheel,206,38,75,White,0.1987
1997,Fish Wheel,206,38,74,Stew,0
1997,Fish Wheel,206,38,72,Pelly,0.1053
1997,Fish Wheel,206,38,71,Norden,0.0112
1997,Fish Wheel,206,38,73,MidYR,0.6562
1997,Fish Wheel,206,38,68,Teslin,0.0211
1997,Fish Wheel,206,38,69,UpperYR,0
1997,Fish Wheel,206,39,76,NYR,0
1997,Fish Wheel,206,39,75,White,0
1997,Fish Wheel,206,39,74,Stew,0
1997,Fish Wheel,206,39,72,Pelly,1
1997,Fish Wheel,206,39,71,Norden,0
1997,Fish Wheel,206,39,73,MidYR,0
1997,Fish Wheel,206,39,68,Teslin,0
1997,Fish Wheel,206,39,69,UpperYR,0
1997,Fish Wheel,206,205,76,NYR,0
1997,Fish Wheel,206,205,75,White,8e-04
1997,Fish Wheel,206,205,74,Stew,0.0014
1997,Fish Wheel,206,205,72,Pelly,0
1997,Fish Wheel,206,205,71,Norden,0
1997,Fish Wheel,206,205,73,MidYR,0.9915
1997,Fish Wheel,206,205,68,Teslin,0.0011
1997,Fish Wheel,206,205,69,UpperYR,0.0049
1997,Fish Wheel,206,231,76,NYR,0.0429
1997,Fish Wheel,206,231,75,White,0
1997,Fish Wheel,206,231,74,Stew,0.008
1997,Fish Wheel,206,231,72,Pelly,0
1997,Fish Wheel,206,231,71,Norden,0.0922
1997,Fish Wheel,206,231,73,MidYR,0.8488
1997,Fish Wheel,206,231,68,Teslin,0
1997,Fish Wheel,206,231,69,UpperYR,0.0043
1997,Fish Wheel,206,233,76,NYR,0
1997,Fish Wheel,206,233,75,White,0.0024
1997,Fish Wheel,206,233,74,Stew,0.0044
1997,Fish Wheel,206,233,72,Pelly,0.0349
1997,Fish Wheel,206,233,71,Norden,0
1997,Fish Wheel,206,233,73,MidYR,0.1194
1997,Fish Wheel,206,233,68,Teslin,0
1997,Fish Wheel,206,233,69,UpperYR,0.8385
1997,Fish Wheel,206,252,76,NYR,0
1997,Fish Wheel,206,252,75,White,0
1997,Fish Wheel,206,252,74,Stew,0
1997,Fish Wheel,206,252,72,Pelly,7e-04
1997,Fish Wheel,206,252,71,Norden,0
1997,Fish Wheel,206,252,73,MidYR,0.9993
1997,Fish Wheel,206,252,68,Teslin,0
1997,Fish Wheel,206,252,69,UpperYR,0
1997,Fish Wheel,206,254,76,NYR,0.3086
1997,Fish Wheel,206,254,75,White,0
1997,Fish Wheel,206,254,74,Stew,7e-04
1997,Fish Wheel,206,254,72,Pelly,0.3083
1997,Fish Wheel,206,254,71,Norden,0
1997,Fish Wheel,206,254,73,MidYR,0.3816
1997,Fish Wheel,206,254,68,Teslin,8e-04
1997,Fish Wheel,206,254,69,UpperYR,0
1997,Fish Wheel,206,258,76,NYR,1e-04
1997,Fish Wheel,206,258,75,White,0
1997,Fish Wheel,206,258,74,Stew,0.091
1997,Fish Wheel,206,258,72,Pelly,0.1884
1997,Fish Wheel,206,258,71,Norden,0
1997,Fish Wheel,206,258,73,MidYR,0.7174
1997,Fish Wheel,206,258,68,Teslin,0.0029
1997,Fish Wheel,206,258,69,UpperYR,0
1997,Fish Wheel,206,263,76,NYR,0
1997,Fish Wheel,206,263,75,White,0
1997,Fish Wheel,206,263,74,Stew,4e-04
1997,Fish Wheel,206,263,72,Pelly,0.007
1997,Fish Wheel,206,263,71,Norden,0
1997,Fish Wheel,206,263,73,MidYR,0.9295
1997,Fish Wheel,206,263,68,Teslin,0.0591
1997,Fish Wheel,206,263,69,UpperYR,0.004
1997,Fish Wheel,206,268,76,NYR,0
1997,Fish Wheel,206,268,75,White,0.005
1997,Fish Wheel,206,268,74,Stew,0.6083
1997,Fish Wheel,206,268,72,Pelly,0.0746
1997,Fish Wheel,206,268,71,Norden,0
1997,Fish Wheel,206,268,73,MidYR,0.1342
1997,Fish Wheel,206,268,68,Teslin,0.1776
1997,Fish Wheel,206,268,69,UpperYR,0
1997,Fish Wheel,207,18,76,NYR,0
1997,Fish Wheel,207,18,75,White,0
1997,Fish Wheel,207,18,74,Stew,1e-04
1997,Fish Wheel,207,18,72,Pelly,4e-04
1997,Fish Wheel,207,18,71,Norden,0
1997,Fish Wheel,207,18,73,MidYR,0.012
1997,Fish Wheel,207,18,68,Teslin,0.9875
1997,Fish Wheel,207,18,69,UpperYR,0
1997,Fish Wheel,207,19,76,NYR,0
1997,Fish Wheel,207,19,75,White,0
1997,Fish Wheel,207,19,74,Stew,0.0023
1997,Fish Wheel,207,19,72,Pelly,1e-04
1997,Fish Wheel,207,19,71,Norden,0
1997,Fish Wheel,207,19,73,MidYR,0.2211
1997,Fish Wheel,207,19,68,Teslin,0.7765
1997,Fish Wheel,207,19,69,UpperYR,0
1997,Fish Wheel,207,20,76,NYR,0.015
1997,Fish Wheel,207,20,75,White,0
1997,Fish Wheel,207,20,74,Stew,0.0593
1997,Fish Wheel,207,20,72,Pelly,0.4236
1997,Fish Wheel,207,20,71,Norden,0
1997,Fish Wheel,207,20,73,MidYR,0.4875
1997,Fish Wheel,207,20,68,Teslin,0.0075
1997,Fish Wheel,207,20,69,UpperYR,0
1997,Fish Wheel,207,21,76,NYR,0.6614
1997,Fish Wheel,207,21,75,White,0.0811
1997,Fish Wheel,207,21,74,Stew,0.1629
1997,Fish Wheel,207,21,72,Pelly,0
1997,Fish Wheel,207,21,71,Norden,0
1997,Fish Wheel,207,21,73,MidYR,0.0849
1997,Fish Wheel,207,21,68,Teslin,0.0053
1997,Fish Wheel,207,21,69,UpperYR,0
1997,Fish Wheel,207,22,76,NYR,0
1997,Fish Wheel,207,22,75,White,0
1997,Fish Wheel,207,22,74,Stew,0
1997,Fish Wheel,207,22,72,Pelly,0
1997,Fish Wheel,207,22,71,Norden,0
1997,Fish Wheel,207,22,73,MidYR,0
1997,Fish Wheel,207,22,68,Teslin,0
1997,Fish Wheel,207,22,69,UpperYR,1
1997,Fish Wheel,207,23,76,NYR,0
1997,Fish Wheel,207,23,75,White,0
1997,Fish Wheel,207,23,74,Stew,2e-04
1997,Fish Wheel,207,23,72,Pelly,2e-04
1997,Fish Wheel,207,23,71,Norden,0
1997,Fish Wheel,207,23,73,MidYR,0.9982
1997,Fish Wheel,207,23,68,Teslin,3e-04
1997,Fish Wheel,207,23,69,UpperYR,0.001
1997,Fish Wheel,207,24,76,NYR,0
1997,Fish Wheel,207,24,75,White,0
1997,Fish Wheel,207,24,74,Stew,1e-04
1997,Fish Wheel,207,24,72,Pelly,0.012
1997,Fish Wheel,207,24,71,Norden,0
1997,Fish Wheel,207,24,73,MidYR,0.9879
1997,Fish Wheel,207,24,68,Teslin,0
1997,Fish Wheel,207,24,69,UpperYR,0
1997,Fish Wheel,207,25,76,NYR,0
1997,Fish Wheel,207,25,75,White,0.9954
1997,Fish Wheel,207,25,74,Stew,0
1997,Fish Wheel,207,25,72,Pelly,0.0017
1997,Fish Wheel,207,25,71,Norden,0
1997,Fish Wheel,207,25,73,MidYR,0.0028
1997,Fish Wheel,207,25,68,Teslin,1e-04
1997,Fish Wheel,207,25,69,UpperYR,0
1997,Fish Wheel,207,26,76,NYR,0.5339
1997,Fish Wheel,207,26,75,White,0.0195
1997,Fish Wheel,207,26,74,Stew,0.2524
1997,Fish Wheel,207,26,72,Pelly,0.1452
1997,Fish Wheel,207,26,71,Norden,0
1997,Fish Wheel,207,26,73,MidYR,0.0451
1997,Fish Wheel,207,26,68,Teslin,0
1997,Fish Wheel,207,26,69,UpperYR,0
1997,Fish Wheel,207,27,76,NYR,3e-04
1997,Fish Wheel,207,27,75,White,4e-04
1997,Fish Wheel,207,27,74,Stew,0.0015
1997,Fish Wheel,207,27,72,Pelly,0.0922
1997,Fish Wheel,207,27,71,Norden,0
1997,Fish Wheel,207,27,73,MidYR,0.9053
1997,Fish Wheel,207,27,68,Teslin,0
1997,Fish Wheel,207,27,69,UpperYR,0
1997,Fish Wheel,207,40,76,NYR,0
1997,Fish Wheel,207,40,75,White,0
1997,Fish Wheel,207,40,74,Stew,0.2391
1997,Fish Wheel,207,40,72,Pelly,0.7513
1997,Fish Wheel,207,40,71,Norden,6e-04
1997,Fish Wheel,207,40,73,MidYR,0.0059
1997,Fish Wheel,207,40,68,Teslin,0.0027
1997,Fish Wheel,207,40,69,UpperYR,0
1997,Fish Wheel,207,41,76,NYR,0
1997,Fish Wheel,207,41,75,White,0.0194
1997,Fish Wheel,207,41,74,Stew,0.0146
1997,Fish Wheel,207,41,72,Pelly,0.919
1997,Fish Wheel,207,41,71,Norden,0.0011
1997,Fish Wheel,207,41,73,MidYR,0.0446
1997,Fish Wheel,207,41,68,Teslin,0
1997,Fish Wheel,207,41,69,UpperYR,0
1997,Fish Wheel,207,42,76,NYR,0
1997,Fish Wheel,207,42,75,White,0
1997,Fish Wheel,207,42,74,Stew,0.7714
1997,Fish Wheel,207,42,72,Pelly,0.161
1997,Fish Wheel,207,42,71,Norden,0
1997,Fish Wheel,207,42,73,MidYR,0.0676
1997,Fish Wheel,207,42,68,Teslin,0
1997,Fish Wheel,207,42,69,UpperYR,0
1997,Fish Wheel,207,157,76,NYR,0
1997,Fish Wheel,207,157,75,White,0
1997,Fish Wheel,207,157,74,Stew,0.0029
1997,Fish Wheel,207,157,72,Pelly,0.002
1997,Fish Wheel,207,157,71,Norden,0
1997,Fish Wheel,207,157,73,MidYR,0.9946
1997,Fish Wheel,207,157,68,Teslin,2e-04
1997,Fish Wheel,207,157,69,UpperYR,3e-04
1997,Fish Wheel,207,161,76,NYR,0
1997,Fish Wheel,207,161,75,White,5e-04
1997,Fish Wheel,207,161,74,Stew,0.0076
1997,Fish Wheel,207,161,72,Pelly,0.035
1997,Fish Wheel,207,161,71,Norden,0
1997,Fish Wheel,207,161,73,MidYR,0.084
1997,Fish Wheel,207,161,68,Teslin,0.8728
1997,Fish Wheel,207,161,69,UpperYR,0
1997,Fish Wheel,207,177,76,NYR,3e-04
1997,Fish Wheel,207,177,75,White,0
1997,Fish Wheel,207,177,74,Stew,0.0222
1997,Fish Wheel,207,177,72,Pelly,0.9737
1997,Fish Wheel,207,177,71,Norden,0
1997,Fish Wheel,207,177,73,MidYR,0.0037
1997,Fish Wheel,207,177,68,Teslin,1e-04
1997,Fish Wheel,207,177,69,UpperYR,0
1997,Fish Wheel,207,178,76,NYR,0
1997,Fish Wheel,207,178,75,White,0.01
1997,Fish Wheel,207,178,74,Stew,0.0053
1997,Fish Wheel,207,178,72,Pelly,0.2331
1997,Fish Wheel,207,178,71,Norden,0
1997,Fish Wheel,207,178,73,MidYR,0.7379
1997,Fish Wheel,207,178,68,Teslin,0.0133
1997,Fish Wheel,207,178,69,UpperYR,0
1997,Fish Wheel,207,179,76,NYR,0
1997,Fish Wheel,207,179,75,White,7e-04
1997,Fish Wheel,207,179,74,Stew,0.0272
1997,Fish Wheel,207,179,72,Pelly,0.6712
1997,Fish Wheel,207,179,71,Norden,0
1997,Fish Wheel,207,179,73,MidYR,0.3008
1997,Fish Wheel,207,179,68,Teslin,1e-04
1997,Fish Wheel,207,179,69,UpperYR,0
1997,Fish Wheel,207,181,76,NYR,0
1997,Fish Wheel,207,181,75,White,0
1997,Fish Wheel,207,181,74,Stew,0.9929
1997,Fish Wheel,207,181,72,Pelly,2e-04
1997,Fish Wheel,207,181,71,Norden,0
1997,Fish Wheel,207,181,73,MidYR,0.0059
1997,Fish Wheel,207,181,68,Teslin,0.001
1997,Fish Wheel,207,181,69,UpperYR,0
1997,Fish Wheel,207,189,76,NYR,0
1997,Fish Wheel,207,189,75,White,0
1997,Fish Wheel,207,189,74,Stew,0.002
1997,Fish Wheel,207,189,72,Pelly,0.0028
1997,Fish Wheel,207,189,71,Norden,0
1997,Fish Wheel,207,189,73,MidYR,0.9936
1997,Fish Wheel,207,189,68,Teslin,4e-04
1997,Fish Wheel,207,189,69,UpperYR,0.0011
1997,Fish Wheel,207,196,76,NYR,0
1997,Fish Wheel,207,196,75,White,0
1997,Fish Wheel,207,196,74,Stew,6e-04
1997,Fish Wheel,207,196,72,Pelly,0.0017
1997,Fish Wheel,207,196,71,Norden,9e-04
1997,Fish Wheel,207,196,73,MidYR,0.9965
1997,Fish Wheel,207,196,68,Teslin,3e-04
1997,Fish Wheel,207,196,69,UpperYR,0
1997,Fish Wheel,207,206,76,NYR,0.1035
1997,Fish Wheel,207,206,75,White,0
1997,Fish Wheel,207,206,74,Stew,0.1695
1997,Fish Wheel,207,206,72,Pelly,0.5431
1997,Fish Wheel,207,206,71,Norden,0
1997,Fish Wheel,207,206,73,MidYR,0.1745
1997,Fish Wheel,207,206,68,Teslin,0.0061
1997,Fish Wheel,207,206,69,UpperYR,0
1997,Fish Wheel,207,223,76,NYR,0
1997,Fish Wheel,207,223,75,White,0
1997,Fish Wheel,207,223,74,Stew,0.0056
1997,Fish Wheel,207,223,72,Pelly,0.0025
1997,Fish Wheel,207,223,71,Norden,0
1997,Fish Wheel,207,223,73,MidYR,0.9786
1997,Fish Wheel,207,223,68,Teslin,0.0048
1997,Fish Wheel,207,223,69,UpperYR,0.0085
1997,Fish Wheel,207,226,76,NYR,0
1997,Fish Wheel,207,226,75,White,0.003
1997,Fish Wheel,207,226,74,Stew,0.0052
1997,Fish Wheel,207,226,72,Pelly,0.9189
1997,Fish Wheel,207,226,71,Norden,0
1997,Fish Wheel,207,226,73,MidYR,0.0474
1997,Fish Wheel,207,226,68,Teslin,0.0251
1997,Fish Wheel,207,226,69,UpperYR,0
1997,Fish Wheel,207,229,76,NYR,0
1997,Fish Wheel,207,229,75,White,0
1997,Fish Wheel,207,229,74,Stew,0.0041
1997,Fish Wheel,207,229,72,Pelly,5e-04
1997,Fish Wheel,207,229,71,Norden,0
1997,Fish Wheel,207,229,73,MidYR,0.9954
1997,Fish Wheel,207,229,68,Teslin,0
1997,Fish Wheel,207,229,69,UpperYR,0
1997,Fish Wheel,207,237,76,NYR,0
