"BroodYear","S_lwr","S_med","S_upr","R_lwr","R_med","R_upr","CU","CU_f"
2015,14990.8,15924.67,16952.62,6667.85,7687.11,8804.13,"Pelly","Pelly"
2016,12161.29,13310.51,14530.81,3185.42,3792.1,4466.64,"Pelly","Pelly"
2017,7702.96,8519.9,9470.58,1294.48,1614.95,1995.38,"Pelly","Pelly"
2018,6485.84,7371.37,8375.15,1656.89,1990.59,2372.09,"Pelly","Pelly"
2019,4484.46,4623.27,4768.3,1505.78,1865.62,2290.98,"Pelly","Pelly"
2020,5210.23,5670.12,6164.35,2205.82,3101.76,4489.5,"Pelly","Pelly"
2021,5465.2,5703.11,5959.17,1985.67,3582.41,6546.45,"Pelly","Pelly"
2022,996.17,1298.94,1669.62,NA,NA,NA,"Pelly","Pelly"
2023,1484.6,1895.89,2419.63,NA,NA,NA,"Pelly","Pelly"
2024,1626.85,1878.76,2168.02,NA,NA,NA,"Pelly","Pelly"
2025,1750.38,2236.85,2869.12,NA,NA,NA,"Pelly","Pelly"
1985,5210.64,6282.59,7579.27,9369.4,11474.24,14065.04,"Stewart","Stewart"
1986,4773.01,5800.4,7047.13,13540.54,15718.32,18107.06,"Stewart","Stewart"
1987,2760.73,3431.14,4262.68,6796.2,8249.86,9859.17,"Stewart","Stewart"
1988,2295.87,3922.39,6670.86,10199.89,12307.99,14692.42,"Stewart","Stewart"
1989,3065.69,4927.75,7610.51,22637.88,25896.17,29559.4,"Stewart","Stewart"
1990,2794.47,6242.24,12120.95,7034.84,8945.04,11147.39,"Stewart","Stewart"
1991,4085.31,5003.03,6131.46,15938.13,18249.67,20729.28,"Stewart","Stewart"
1992,2345.2,3105.89,4162.25,5526.16,6891.12,8490.58,"Stewart","Stewart"
1993,2119.79,2726.22,3510.3,8176.36,9488.47,11009.85,"Stewart","Stewart"
1994,4642.49,5731.65,7082.58,4004.7,4844.04,5790.15,"Stewart","Stewart"
1995,6074.18,7321.9,8776.71,5561.87,6744.66,8123.71,"Stewart","Stewart"
1996,3814.82,4785.05,6027.46,6293.3,7437.27,8755.9,"Stewart","Stewart"
1997,4745.22,5852.49,7229.19,6418.5,7604.42,8870.5,"Stewart","Stewart"
1998,2150.74,3267.42,4900.16,6796.5,7932.12,9199.41,"Stewart","Stewart"
1999,2098.71,2634.82,3317.66,4515.79,5422.54,6480.11,"Stewart","Stewart"
2000,1481.55,1886.23,2391.99,6265.22,7649.94,9296.13,"Stewart","Stewart"
2001,3417.56,4648.39,6249.96,9987.76,11656.89,13559.55,"Stewart","Stewart"
2002,3480.34,4301.81,5303.34,3709,4541.68,5527.42,"Stewart","Stewart"
2003,3022.05,3825.38,4830.32,6311.95,7214.71,8160.11,"Stewart","Stewart"
2004,2619.5,3244.7,4067.72,3827.47,4709.02,5747.13,"Stewart","Stewart"
2005,2350.21,2986.59,3785.01,8930.95,10406.08,11929.11,"Stewart","Stewart"
2006,4916.23,6235.09,7949.27,5263.48,6558.22,7965.47,"Stewart","Stewart"
2007,2309.48,2895.97,3639.33,3309.07,4028.53,4895.96,"Stewart","Stewart"
2008,1829.08,2088.86,2393.31,2736.81,3356.97,4075.38,"Stewart","Stewart"
2009,4865.57,5495.62,6215.1,4822.64,5620.97,6544.08,"Stewart","Stewart"
2010,1517.93,2066.97,2809.93,3585.52,4406.12,5280.59,"Stewart","Stewart"
2011,9065.53,9336.88,9614.59,6698.56,7731.72,8839.86,"Stewart","Stewart"
2012,1295.86,1852.12,2624.7,4327.99,5102.17,5957.59,"Stewart","Stewart"
2013,2420.07,3029.25,3773.68,4690.18,5537.88,6445.16,"Stewart","Stewart"
2014,3404.93,4145.39,5069.01,4888.45,5701.54,6590.78,"Stewart","Stewart"
2015,4910.68,5522.35,6194.66,3195.14,3758.78,4392.14,"Stewart","Stewart"
2016,5214.37,6002.84,6893.09,2639.09,3059.65,3508.62,"Stewart","Stewart"
2017,2980.77,3485.84,4068.55,1391.88,1696.27,2044.26,"Stewart","Stewart"
2018,2690.38,3143.81,3668.26,1549.98,1950.57,2452.63,"Stewart","Stewart"
2019,3064.18,3589.9,4236.02,1755.37,2229.62,2859.9,"Stewart","Stewart"
2020,1729.82,2040.31,2394.47,2236.63,3215.94,4755.67,"Stewart","Stewart"
2021,2749.03,3194.38,3709.83,2321.52,4341.25,8286.39,"Stewart","Stewart"
2022,2291.84,2355.18,2419.1,NA,NA,NA,"Stewart","Stewart"
2023,864.86,1235.67,1738.06,NA,NA,NA,"Stewart","Stewart"
2024,1902.4,2443.43,3103.71,NA,NA,NA,"Stewart","Stewart"
2025,1813.85,2307.54,2927.45,NA,NA,NA,"Stewart","Stewart"
1985,1565.85,2165.03,2980.17,7083.61,8634.01,10386.5,"UpperYukonR.","UpperYukonR."
1986,2127.94,2867.03,3862.18,13964.02,16164.93,18654.52,"UpperYukonR.","UpperYukonR."
1987,1328.42,1712.92,2228.01,6000.62,7299.66,8871.91,"UpperYukonR.","UpperYukonR."
1988,12114.53,14241.45,16737.06,4512.8,5535.07,6725.71,"UpperYukonR.","UpperYukonR."
1989,4787.32,6142.46,7886.59,9151.56,10680.16,12377.93,"UpperYukonR.","UpperYukonR."
1990,4186.83,5493.4,7187.88,4716.43,6005.48,7541.11,"UpperYukonR.","UpperYukonR."
1991,2360.12,3190.37,4309.67,21144.46,24327.4,27829,"UpperYukonR.","UpperYukonR."
1992,3138.4,4015.4,5161.55,15009.66,18368.97,22076.42,"UpperYukonR.","UpperYukonR."
1993,1855.27,2499.27,3358.33,14646.29,17652.12,21187.12,"UpperYukonR.","UpperYukonR."
1994,1201.91,1787.22,2664.81,2795.32,3537.39,4521.98,"UpperYukonR.","UpperYukonR."
1995,1874.38,2745.69,3993.48,2643.78,3297.23,4109.48,"UpperYukonR.","UpperYukonR."
1996,3445.66,4537.48,5977.44,2893.5,3551.45,4313.34,"UpperYukonR.","UpperYukonR."
1997,6820.82,8200.88,9831.05,5721.31,6758.86,7919.81,"UpperYukonR.","UpperYukonR."
1998,9019.02,10596.79,12475.77,8881.8,10367.61,11961.89,"UpperYukonR.","UpperYukonR."
1999,1877.36,2558.65,3560.57,3317.32,4381.01,5747.33,"UpperYukonR.","UpperYukonR."
2000,805.19,1183.22,1750.31,3103.05,4035.07,5201,"UpperYukonR.","UpperYukonR."
2001,1462.39,2172.53,3210.75,4574.86,5692.69,7187.77,"UpperYukonR.","UpperYukonR."
2002,1399.46,1893.42,2553.63,3752.94,4752.5,5882.61,"UpperYukonR.","UpperYukonR."
2003,3522.13,4283.68,5244.36,6491.51,7557.33,8703.66,"UpperYukonR.","UpperYukonR."
