"BroodYear","S_lwr","S_med","S_upr","R_lwr","R_med","R_upr","CU","CU_f"
2004,3916.81,4809.75,5925.21,1559.66,1992.31,2550.76,"UpperYukonR.","UpperYukonR."
2005,1140.44,2007.82,3413.6,1919.62,2307.06,2766.98,"UpperYukonR.","UpperYukonR."
2006,1923.74,2935.29,4517.52,1430.21,1791.8,2242.03,"UpperYukonR.","UpperYukonR."
2007,830.89,1549.09,2849.4,1157.06,1613.14,2150.18,"UpperYukonR.","UpperYukonR."
2008,4977.79,5235.9,5503.79,2858.08,3548.16,4278.96,"UpperYukonR.","UpperYukonR."
2009,1185.08,1595.24,2141.99,5248.98,6034.49,6839.37,"UpperYukonR.","UpperYukonR."
2010,723,1067.63,1589.58,2382.4,2948.89,3568.08,"UpperYukonR.","UpperYukonR."
2011,959.39,1245.21,1624.52,5206.2,6112.7,7088.08,"UpperYukonR.","UpperYukonR."
2012,722.19,1113.16,1732.11,6761.63,7878.16,9037.35,"UpperYukonR.","UpperYukonR."
2013,780.83,1335.21,1971.89,7135,8418.91,9782.18,"UpperYukonR.","UpperYukonR."
2014,6316.04,6706.96,7111.73,6589.4,7738.79,9016.91,"UpperYukonR.","UpperYukonR."
2015,4176.9,4509.08,4868.35,3743.05,4393.44,5157.94,"UpperYukonR.","UpperYukonR."
2016,1895.24,2281.41,2754.63,1931.81,2338.54,2770.24,"UpperYukonR.","UpperYukonR."
2017,5160.17,5588.84,6072.89,548.53,721.68,947.8,"UpperYukonR.","UpperYukonR."
2018,5324.26,5756.18,6209.52,1052.88,1294.9,1582.55,"UpperYukonR.","UpperYukonR."
2019,4587.86,5115.79,5717.65,1353.03,1674.92,2146.03,"UpperYukonR.","UpperYukonR."
2020,1769.43,2133.06,2560.26,1427.34,2146.64,3508.64,"UpperYukonR.","UpperYukonR."
2021,3569.75,3792.88,4026.86,1240.1,2910,7122.55,"UpperYukonR.","UpperYukonR."
2022,550.34,774.83,1077.09,NA,NA,NA,"UpperYukonR.","UpperYukonR."
2023,385.15,548.64,776.19,NA,NA,NA,"UpperYukonR.","UpperYukonR."
2024,1889.09,2161.18,2467.47,NA,NA,NA,"UpperYukonR.","UpperYukonR."
2025,1076.9,1325.98,1646.28,NA,NA,NA,"UpperYukonR.","UpperYukonR."
1985,1663.71,2197.99,2883.79,3073.07,3905.05,4954.18,"Whiteandtribs.","Whiteandtribs."
1986,3198.6,4009.64,5031.85,11490.15,13543.46,15951.84,"Whiteandtribs.","Whiteandtribs."
1987,2237.61,2818.72,3546.91,16137.65,19315.04,22869.01,"Whiteandtribs.","Whiteandtribs."
1988,1460.8,2456.97,4202.22,15828.22,19031.06,22592.02,"Whiteandtribs.","Whiteandtribs."
1989,1771.48,3082.69,5348.65,20809.25,24165.12,27896.36,"Whiteandtribs.","Whiteandtribs."
1990,1021.69,1910.55,3745.75,9332,11839.89,14720.41,"Whiteandtribs.","Whiteandtribs."
1991,1369.69,2082.23,3100.41,18982.68,22042.08,25427.2,"Whiteandtribs.","Whiteandtribs."
1992,2283.13,3036.78,4067.29,5623.31,7052.06,8824.66,"Whiteandtribs.","Whiteandtribs."
1993,7869.97,9527.85,11425.77,10412.72,12065.65,13908.29,"Whiteandtribs.","Whiteandtribs."
1994,5287.9,6633.29,8293.91,5741.2,6870.09,8115.6,"Whiteandtribs.","Whiteandtribs."
1995,3412.96,4379.18,5654.87,6040.01,7166.88,8457.42,"Whiteandtribs.","Whiteandtribs."
1996,8190.09,9937.3,12048.63,5131.83,6161.15,7314.06,"Whiteandtribs.","Whiteandtribs."
1997,3861.71,5003.01,6475.65,6898.44,8123.32,9510.34,"Whiteandtribs.","Whiteandtribs."
1998,2099.24,3279.82,5261.47,8192.44,9663.1,11402,"Whiteandtribs.","Whiteandtribs."
1999,3086.36,3861.05,4799.32,14937.95,17436.38,20082.43,"Whiteandtribs.","Whiteandtribs."
2000,2264.06,2816.62,3548.1,10677.82,13034.55,15681.58,"Whiteandtribs.","Whiteandtribs."
2001,3552.93,4596.54,5891.67,16913.72,19719.59,22843.68,"Whiteandtribs.","Whiteandtribs."
2002,2428.67,3110.87,3987.05,6889.39,8694.28,10775.5,"Whiteandtribs.","Whiteandtribs."
2003,3871.17,4979.75,6345.26,5312.48,6232.82,7326.35,"Whiteandtribs.","Whiteandtribs."
2004,2584.27,3346.41,4374.58,2163.63,2654.69,3213.78,"Whiteandtribs.","Whiteandtribs."
2005,12975.06,13762.94,14607.13,3043.84,3615.1,4280.93,"Whiteandtribs.","Whiteandtribs."
2006,3228.64,4858.94,7206.13,3517.97,4186.66,4935.68,"Whiteandtribs.","Whiteandtribs."
2007,8730.89,9518.35,10414.05,2547.78,3219,4071.6,"Whiteandtribs.","Whiteandtribs."
2008,1727.62,2061.3,2454.99,2237.8,2796.85,3452.81,"Whiteandtribs.","Whiteandtribs."
2009,2875.99,3381.27,3981.38,4640.61,5406.57,6244.75,"Whiteandtribs.","Whiteandtribs."
2010,907.37,1336.21,1958.52,2490.06,3076.86,3745.14,"Whiteandtribs.","Whiteandtribs."
2011,1987.06,2352.13,2807.13,4155.83,4908.02,5746.7,"Whiteandtribs.","Whiteandtribs."
2012,2439.39,3047.18,3817.34,3759.12,4447.02,5243.82,"Whiteandtribs.","Whiteandtribs."
2013,1078.11,1706.64,2624.69,3286.45,3932.18,4664.91,"Whiteandtribs.","Whiteandtribs."
2014,3578.8,4223.68,4965.61,3566.01,4182.93,4882.97,"Whiteandtribs.","Whiteandtribs."
2015,4727.9,5291.93,5938.65,1789.82,2203.17,2690.51,"Whiteandtribs.","Whiteandtribs."
2016,2158.39,2714.8,3427.99,753.16,977.88,1246.13,"Whiteandtribs.","Whiteandtribs."
2017,2559.74,3136.61,3854.66,429.79,583.28,787.4,"Whiteandtribs.","Whiteandtribs."
2018,2239.87,2775.77,3434.69,638.62,849.57,1132.29,"Whiteandtribs.","Whiteandtribs."
2019,1808.73,2245.22,2799.41,606.06,841.43,1180.3,"Whiteandtribs.","Whiteandtribs."
2020,1289.02,1686.85,2196.69,851.33,1319.58,2139.46,"Whiteandtribs.","Whiteandtribs."
2021,969.64,1269.06,1647.19,602.93,1257.31,2727.55,"Whiteandtribs.","Whiteandtribs."
2022,231.06,392.67,627.85,NA,NA,NA,"Whiteandtribs.","Whiteandtribs."
2023,579.28,814.61,1143.34,NA,NA,NA,"Whiteandtribs.","Whiteandtribs."
2024,515.7,785.54,1171.89,NA,NA,NA,"Whiteandtribs.","Whiteandtribs."
2025,709.76,994.82,1385.8,NA,NA,NA,"Whiteandtribs.","Whiteandtribs."
1985,7366.97,8803.59,10554.98,11712.25,14410.95,17618.36,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1986,7605.08,8985.3,10566.03,30909.23,35804.72,41256.04,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1987,3456.43,4334.03,5395.51,20281.09,24031.85,28422.95,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1988,2007.65,3689.18,7171.23,15456.19,18431.95,21847.36,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1989,2934.37,4765.44,7462.16,26297.24,30147.51,34402.79,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1990,3342.94,8422.23,14158.55,12463.33,15563.64,19022.34,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1991,4914.82,6016.92,7313.17,25757.82,29456.77,33546.05,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1992,8541.03,10580.24,12959.16,7893.69,9880.67,12238.99,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1993,7325.15,8675.36,10319.36,15802.09,18201.33,20774.93,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1994,4264.9,5426.25,6938.55,7537.47,9054.32,10772.91,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1995,6295.53,7725.46,9373.21,7469.41,9025.27,10909.53,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1996,9859.34,11725.87,13822.67,4321.37,5351.62,6550,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1997,5925.26,7440.58,9199.62,5604.56,6661.67,7873.33,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1998,2899.01,4594.31,7164.67,7763.34,9070.46,10553.28,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1999,5135.57,6230.18,7533.87,10191.61,11890.04,13751.8,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2000,2446.13,3033.83,3774.12,7739.29,9447.9,11305.76,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2001,4039.49,5732.82,7977.83,8391.65,9828.3,11535.71,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2002,1322.54,1806.02,2465.47,3188.11,4017.5,5004.06,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2003,3257.63,4199.41,5407.91,9651.12,11103.16,12557.72,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2004,2965.91,3707.99,4654.87,6861.88,8247.76,9741.85,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2005,7144.52,8285.24,9580.74,7612.13,8829.68,10164,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2006,2996.85,4255.83,6191.98,5896.81,6898.07,7992.35,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2007,2688.48,3336.92,4179.05,6104.68,7114.42,8236.53,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2008,915.5,1106.68,1339.5,4138.03,4997.71,5957.75,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2009,11223.19,11684.68,12165.68,5801.29,6764.6,7866.03,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2010,2880.75,3610.3,4524.92,6087.54,7445.74,8964.92,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2011,4121.69,4592.28,5108.36,16528.14,18750.06,21103.91,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2012,3452.89,4245.14,5215.81,13111.26,15171.74,17400.39,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2013,4023.48,4817.78,5764.27,9944.66,11603.92,13408.72,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2014,5117.2,5914.78,6817.6,8236.58,9621.26,11142.46,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2015,5288.75,5973.64,6748.81,3646.3,4363.7,5180.4,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2016,11849.71,12967.88,14183.21,1558.78,1914.34,2337.39,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2017,11409.61,12455.31,13621.9,1371.26,1725.88,2141.06,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2018,6587.95,7462.21,8464.59,2785.81,3323.42,3979.01,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2019,5802.47,6528,7334.36,2063.58,2623.25,3351.12,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2020,2714.4,3097.32,3537.29,1927.98,2772.91,4193.71,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2021,1968.56,2333.74,2754.21,1405.99,2710.68,5299.95,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2022,523.19,784.31,1159.07,NA,NA,NA,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2023,2444.9,2927.55,3504.8,NA,NA,NA,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2024,2915.76,3565.07,4372.39,NA,NA,NA,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2025,1219.8,1503.95,1848.55,NA,NA,NA,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
