"","population","year","harv","cv"
"206","YukonR.Teslinheadwaters","1985",25146.9921380818,0.140912364
"207","YukonR.Teslinheadwaters","1986",25049.8670392954,0.131097544
"208","YukonR.Teslinheadwaters","1987",18119.9031414173,0.134475578
"209","YukonR.Teslinheadwaters","1988",6801.74570468298,0.127990569
"210","YukonR.Teslinheadwaters","1989",6279.53747518889,0.128515546
"211","YukonR.Teslinheadwaters","1990",5162.3227422488,0.135257381
"212","YukonR.Teslinheadwaters","1991",10456.8076536379,0.128439122
"213","YukonR.Teslinheadwaters","1992",28973.6654865392,0.143929542
"214","YukonR.Teslinheadwaters","1993",17292.8468301954,0.136226665
"215","YukonR.Teslinheadwaters","1994",10513.4686187474,0.130780246
"216","YukonR.Teslinheadwaters","1995",16395.6845954043,0.139701013
"217","YukonR.Teslinheadwaters","1996",19072.7231925768,0.130230535
"218","YukonR.Teslinheadwaters","1997",9904.36721628044,0.142866215
"219","YukonR.Teslinheadwaters","1998",6503.35545342907,0.142760007
"220","YukonR.Teslinheadwaters","1999",10623.4758274756,0.130481325
"221","YukonR.Teslinheadwaters","2000",4601.4446721798,0.136242213
"222","YukonR.Teslinheadwaters","2001",4252.01087742897,0.143071125
"223","YukonR.Teslinheadwaters","2002",1694.6141990032,0.128987366
"224","YukonR.Teslinheadwaters","2003",3343.25842074514,0.123107603
"225","YukonR.Teslinheadwaters","2004",4780.20876227132,0.128508529
"226","YukonR.Teslinheadwaters","2005",7929.36726327573,0.117971239
"227","YukonR.Teslinheadwaters","2006",4095.76077649075,0.129842566
"228","YukonR.Teslinheadwaters","2007",5264.54166586998,0.131906287
"229","YukonR.Teslinheadwaters","2008",1009.97034128942,0.125255227
"230","YukonR.Teslinheadwaters","2009",3928.19084342137,0.126748405
"231","YukonR.Teslinheadwaters","2010",3442.40161799431,0.137307023
"232","YukonR.Teslinheadwaters","2011",2281.71454429964,0.125075681
"233","YukonR.Teslinheadwaters","2012",2486.12996763294,0.13842444
"234","YukonR.Teslinheadwaters","2013",1923.17424994839,0.156086008
"235","YukonR.Teslinheadwaters","2014",167.176328324199,0.169597727
"236","YukonR.Teslinheadwaters","2015",401.659060923143,0.128993897
"237","YukonR.Teslinheadwaters","2016",2755.42441362872,0.133122712
"238","YukonR.Teslinheadwaters","2017",5452.07233134801,0.158203776
"239","YukonR.Teslinheadwaters","2018",3009.56994209404,0.132341508
"240","YukonR.Teslinheadwaters","2019",6773.7057771936,0.128571558
"241","YukonR.Teslinheadwaters","2020",2143.70569189716,0.155626621
"242","YukonR.Teslinheadwaters","2021",124.47814696527,0.126471837
"243","YukonR.Teslinheadwaters","2022",39.0115098555819,0.143508469
"244","YukonR.Teslinheadwaters","2023",275.585081875783,0.141114649
"245","YukonR.Teslinheadwaters","2024",201.987520239469,0.141114649
"246","YukonR.Teslinheadwaters","2025",56.9417290971035,0.141114649
"247","MiddleYukonR.andtribs.","1985",27329.4729685864,0.140912364
"248","MiddleYukonR.andtribs.","1986",26068.1667474892,0.131097544
"249","MiddleYukonR.andtribs.","1987",42998.0591419016,0.134475578
"250","MiddleYukonR.andtribs.","1988",15477.1623480072,0.127990569
"251","MiddleYukonR.andtribs.","1989",33003.9168331565,0.128515546
"252","MiddleYukonR.andtribs.","1990",12461.2216919036,0.135257381
"253","MiddleYukonR.andtribs.","1991",28233.9074777304,0.128439122
"254","MiddleYukonR.andtribs.","1992",27470.2674781658,0.143929542
"255","MiddleYukonR.andtribs.","1993",17170.1563446517,0.136226665
"256","MiddleYukonR.andtribs.","1994",23904.7197223785,0.130780246
"257","MiddleYukonR.andtribs.","1995",44687.3736052218,0.139701013
"258","MiddleYukonR.andtribs.","1996",26600.4876354869,0.130230535
"259","MiddleYukonR.andtribs.","1997",36059.6570239696,0.142866215
"260","MiddleYukonR.andtribs.","1998",8239.5626366018,0.142760007
"261","MiddleYukonR.andtribs.","1999",16501.4853649093,0.130481325
"262","MiddleYukonR.andtribs.","2000",11889.5778923823,0.136242213
"263","MiddleYukonR.andtribs.","2001",8045.80738869,0.143071125
"264","MiddleYukonR.andtribs.","2002",18157.0183830633,0.128987366
"265","MiddleYukonR.andtribs.","2003",18671.6150905948,0.123107603
"266","MiddleYukonR.andtribs.","2004",14686.9163447833,0.128508529
"267","MiddleYukonR.andtribs.","2005",13336.8233163269,0.117971239
"268","MiddleYukonR.andtribs.","2006",15705.6235863439,0.129842566
"269","MiddleYukonR.andtribs.","2007",6293.38220171954,0.131906287
"270","MiddleYukonR.andtribs.","2008",10558.4220554868,0.125255227
"271","MiddleYukonR.andtribs.","2009",4276.25215540735,0.126748405
"272","MiddleYukonR.andtribs.","2010",6957.20890710217,0.137307023
"273","MiddleYukonR.andtribs.","2011",5447.82513348562,0.125075681
"274","MiddleYukonR.andtribs.","2012",3782.4462002847,0.13842444
"275","MiddleYukonR.andtribs.","2013",1763.96601089503,0.156086008
"276","MiddleYukonR.andtribs.","2014",545.609692100345,0.169597727
"277","MiddleYukonR.andtribs.","2015",1781.43302908398,0.128993897
"278","MiddleYukonR.andtribs.","2016",2851.09053523513,0.133122712
"279","MiddleYukonR.andtribs.","2017",8037.50364839327,0.158203776
"280","MiddleYukonR.andtribs.","2018",6515.47620719323,0.132341508
"281","MiddleYukonR.andtribs.","2019",12050.1745053168,0.128571558
"282","MiddleYukonR.andtribs.","2020",4530.99418412794,0.155626621
"283","MiddleYukonR.andtribs.","2021",416.000456405798,0.126471837
"284","MiddleYukonR.andtribs.","2022",489.505899620332,0.143508469
"285","MiddleYukonR.andtribs.","2023",221.306935411595,0.141114649
"286","MiddleYukonR.andtribs.","2024",293.046328222395,0.141114649
"287","MiddleYukonR.andtribs.","2025",384.126887584783,0.141114649
"288","UpperYukonR.","1985",6131.52297777096,0.140912364
"289","UpperYukonR.","1986",6464.20016873687,0.131097544
"290","UpperYukonR.","1987",6937.99294648439,0.134475578
"291","UpperYukonR.","1988",36026.9029285962,0.127990569
"292","UpperYukonR.","1989",10977.4559626798,0.128515546
"293","UpperYukonR.","1990",5786.61765750282,0.135257381
"294","UpperYukonR.","1991",4926.47747446878,0.128439122
"295","UpperYukonR.","1992",11979.2816026482,0.143929542
"296","UpperYukonR.","1993",4158.65684448835,0.136226665
"297","UpperYukonR.","1994",3692.73810555648,0.130780246
"298","UpperYukonR.","1995",5574.01255965349,0.139701013
"299","UpperYukonR.","1996",6981.38316464701,0.130230535
"300","UpperYukonR.","1997",11517.7233440811,0.142866215
"301","UpperYukonR.","1998",21109.7096529228,0.142760007
"302","UpperYukonR.","1999",4193.42014119523,0.130481325
"303","UpperYukonR.","2000",1505.59679085297,0.136242213
"304","UpperYukonR.","2001",1076.13241435277,0.143071125
"305","UpperYukonR.","2002",1681.80748986603,0.128987366
"306","UpperYukonR.","2003",3630.05961523336,0.123107603
"307","UpperYukonR.","2004",6550.69915045137,0.128508529
"308","UpperYukonR.","2005",649.386750847968,0.117971239
"309","UpperYukonR.","2006",3658.58832400797,0.129842566
"310","UpperYukonR.","2007",1216.63920551294,0.131906287
"311","UpperYukonR.","2008",5512.01503257242,0.125255227
"312","UpperYukonR.","2009",394.696953873543,0.126748405
"313","UpperYukonR.","2010",1109.41000282712,0.137307023
"314","UpperYukonR.","2011",606.586270992642,0.125075681
"315","UpperYukonR.","2012",531.624889419471,0.13842444
"316","UpperYukonR.","2013",22.5831787976127,0.156086008
"317","UpperYukonR.","2014",186.774189254015,0.169597727
"318","UpperYukonR.","2015",310.443469201123,0.128993897
"319","UpperYukonR.","2016",445.920578294378,0.133122712
"320","UpperYukonR.","2017",2455.87068065682,0.158203776
"321","UpperYukonR.","2018",2335.96745700863,0.132341508
"322","UpperYukonR.","2019",5290.19707581653,0.128571558
"323","UpperYukonR.","2020",1430.810272279,0.155626621
"324","UpperYukonR.","2021",210.462677476711,0.126471837
"325","UpperYukonR.","2022",67.1395906565907,0.143508469
"326","UpperYukonR.","2023",34.2673869621106,0.141114649
"327","UpperYukonR.","2024",113.905793982246,0.141114649
"328","UpperYukonR.","2025",54.3058231193538,0.141114649
"329","Big.Salmon","1985",12256.403325802,0.140912364
"330","Big.Salmon","1986",11673.6046378987,0.131097544
"331","Big.Salmon","1987",19286.7215979962,0.134475578
"332","Big.Salmon","1988",6947.19639021197,0.127990569
"333","Big.Salmon","1989",14873.7105663155,0.128515546
"334","Big.Salmon","1990",5548.69949134641,0.135257381
"335","Big.Salmon","1991",12658.873750263,0.128439122
"336","Big.Salmon","1992",12306.3103997532,0.143929542
"337","Big.Salmon","1993",7698.1802025009,0.136226665
"338","Big.Salmon","1994",10717.1068027111,0.130780246
"339","Big.Salmon","1995",20044.0233742473,0.139701013
"340","Big.Salmon","1996",11968.3400391309,0.130230535
"341","Big.Salmon","1997",16116.8361750457,0.142866215
"342","Big.Salmon","1998",3742.13812984557,0.142760007
"343","Big.Salmon","1999",7405.87005130303,0.130481325
"344","Big.Salmon","2000",5305.52108731049,0.136242213
"345","Big.Salmon","2001",3602.12707449284,0.143071125
"346","Big.Salmon","2002",8137.45263104748,0.128987366
"347","Big.Salmon","2003",8373.7707621788,0.123107603
"348","Big.Salmon","2004",6585.13173610196,0.128508529
"349","Big.Salmon","2005",5039.37101704452,0.117971239
"350","Big.Salmon","2006",6966.94609135854,0.129842566
"351","Big.Salmon","2007",6958.94096924782,0.131906287
"352","Big.Salmon","2008",1390.39465435235,0.125255227
"353","Big.Salmon","2009",3087.68692452378,0.126748405
"354","Big.Salmon","2010",3600.33592239023,0.137307023
"355","Big.Salmon","2011",2592.86379342736,0.125075681
"356","Big.Salmon","2012",1534.04985824703,0.13842444
"357","Big.Salmon","2013",1262.46326159472,0.156086008
"358","Big.Salmon","2014",173.679509216899,0.169597727
"359","Big.Salmon","2015",689.441760368463,0.128993897
"360","Big.Salmon","2016",1420.55080062808,0.133122712
"361","Big.Salmon","2017",2476.82385849405,0.158203776
"362","Big.Salmon","2018",2087.13931936834,0.132341508
"363","Big.Salmon","2019",3945.2515362333,0.128571558
"364","Big.Salmon","2020",1137.73613371207,0.155626621
"365","Big.Salmon","2021",107.872075665551,0.126471837
"366","Big.Salmon","2022",219.337485274339,0.143508469
"367","Big.Salmon","2023",153.166484581487,0.141114649
"368","Big.Salmon","2024",94.8620210696083,0.141114649
"369","Big.Salmon","2025",134.500335388445,0.141114649
